Year,Age at time of death,Sex,Causes of death,Value
2021,60 to 64 years,Both sexes,Diseases of heart,121.3
2021,60 to 64 years,Both sexes,Influenza and pneumonia,6.0
2021,60 to 64 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2021,60 to 64 years,Both sexes,Chronic lower respiratory diseases,24.6
2021,60 to 64 years,Males,Malignant neoplasms,316.3
2021,60 to 64 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",3.8
2021,60 to 64 years,Males,Diabetes mellitus,24.6
2021,60 to 64 years,Males,Diseases of heart,184.4
2021,60 to 64 years,Males,Influenza and pneumonia,7.6
2021,60 to 64 years,Males,Acute bronchitis and bronchiolitis,0.0
2021,60 to 64 years,Males,Chronic lower respiratory diseases,28.5
2021,60 to 64 years,Females,Malignant neoplasms,267.5
2021,60 to 64 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.7
2021,60 to 64 years,Females,Diabetes mellitus,14.1
2021,60 to 64 years,Females,Diseases of heart,60.2
2021,60 to 64 years,Females,Influenza and pneumonia,4.5
2021,60 to 64 years,Females,Acute bronchitis and bronchiolitis,0.0
2021,60 to 64 years,Females,Chronic lower respiratory diseases,20.9
2021,65 to 74 years,Both sexes,Malignant neoplasms,567.0
2021,65 to 74 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",7.8
2021,65 to 74 years,Both sexes,Diabetes mellitus,41.4
2021,65 to 74 years,Both sexes,Diseases of heart,233.7
2021,65 to 74 years,Both sexes,Influenza and pneumonia,11.8
2021,65 to 74 years,Both sexes,Acute bronchitis and bronchiolitis,0.1
2021,65 to 74 years,Both sexes,Chronic lower respiratory diseases,65.5
2021,65 to 74 years,Males,Malignant neoplasms,652.3
2021,65 to 74 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",11.0
2021,65 to 74 years,Males,Diabetes mellitus,50.6
2021,65 to 74 years,Males,Diseases of heart,332.8
2021,65 to 74 years,Males,Influenza and pneumonia,14.8
2021,65 to 74 years,Males,Acute bronchitis and bronchiolitis,0.1
2021,65 to 74 years,Males,Chronic lower respiratory diseases,73.6
2021,65 to 74 years,Females,Malignant neoplasms,487.8
2021,65 to 74 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",4.9
2021,65 to 74 years,Females,Diabetes mellitus,32.9
2021,65 to 74 years,Females,Diseases of heart,141.6
2021,65 to 74 years,Females,Influenza and pneumonia,9.0
2021,65 to 74 years,Females,Acute bronchitis and bronchiolitis,0.1
2021,65 to 74 years,Females,Chronic lower respiratory diseases,57.9
2021,65 to 69 years,Both sexes,Malignant neoplasms,467.6
2021,65 to 69 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",5.8
2021,65 to 69 years,Both sexes,Diabetes mellitus,33.5
2021,65 to 69 years,Both sexes,Diseases of heart,183.3
2021,65 to 69 years,Both sexes,Influenza and pneumonia,8.8
2021,65 to 69 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2021,65 to 69 years,Both sexes,Chronic lower respiratory diseases,50.3
2021,65 to 69 years,Males,Malignant neoplasms,532.1
2021,65 to 69 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",7.8
2021,65 to 69 years,Males,Diabetes mellitus,41.4
2021,65 to 69 years,Males,Diseases of heart,269.1
2021,65 to 69 years,Males,Influenza and pneumonia,10.9
2021,65 to 69 years,Males,Acute bronchitis and bronchiolitis,0.0
2021,65 to 69 years,Males,Chronic lower respiratory diseases,60.3
2021,65 to 69 years,Females,Malignant neoplasms,407.0
2021,65 to 69 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",4.0
2021,65 to 69 years,Females,Diabetes mellitus,26.2
2021,65 to 69 years,Females,Diseases of heart,102.5
2021,65 to 69 years,Females,Influenza and pneumonia,6.8
2021,65 to 69 years,Females,Acute bronchitis and bronchiolitis,0.0
2021,65 to 69 years,Females,Chronic lower respiratory diseases,40.9
2021,70 to 74 years,Both sexes,Malignant neoplasms,686.8
2021,70 to 74 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",10.3
2021,70 to 74 years,Both sexes,Diabetes mellitus,50.8
2021,70 to 74 years,Both sexes,Diseases of heart,294.4
2021,70 to 74 years,Both sexes,Influenza and pneumonia,15.4
2021,70 to 74 years,Both sexes,Acute bronchitis and bronchiolitis,0.1
2021,70 to 74 years,Both sexes,Chronic lower respiratory diseases,83.7
2021,70 to 74 years,Males,Malignant neoplasms,799.1
2021,70 to 74 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",14.9
2021,70 to 74 years,Males,Diabetes mellitus,61.7
2021,70 to 74 years,Males,Diseases of heart,410.5
2021,70 to 74 years,Males,Influenza and pneumonia,19.6
2021,70 to 74 years,Males,Acute bronchitis and bronchiolitis,0.1
2021,70 to 74 years,Males,Chronic lower respiratory diseases,89.8
2021,70 to 74 years,Females,Malignant neoplasms,583.8
2021,70 to 74 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",6.0
2021,70 to 74 years,Females,Diabetes mellitus,40.8
2021,70 to 74 years,Females,Diseases of heart,188.1
2021,70 to 74 years,Females,Influenza and pneumonia,11.6
2021,70 to 74 years,Females,Acute bronchitis and bronchiolitis,0.1
2021,70 to 74 years,Females,Chronic lower respiratory diseases,78.1
2021,75 to 84 years,Both sexes,Malignant neoplasms,1155.8
2021,75 to 84 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",28.0
2021,75 to 84 years,Both sexes,Diabetes mellitus,100.1
2021,75 to 84 years,Both sexes,Diseases of heart,647.4
2021,75 to 84 years,Both sexes,Influenza and pneumonia,44.4
2021,75 to 84 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2021,75 to 84 years,Both sexes,Chronic lower respiratory diseases,174.6
2021,75 to 84 years,Males,Malignant neoplasms,1386.5
2021,75 to 84 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",38.0
2021,75 to 84 years,Males,Diabetes mellitus,122.5
2021,75 to 84 years,Males,Diseases of heart,829.8
2021,75 to 84 years,Males,Influenza and pneumonia,57.7
2021,75 to 84 years,Males,Acute bronchitis and bronchiolitis,0.0
2021,75 to 84 years,Males,Chronic lower respiratory diseases,197.8
2021,75 to 84 years,Females,Malignant neoplasms,960.3
2021,75 to 84 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",19.6
2021,75 to 84 years,Females,Diabetes mellitus,81.1
2021,75 to 84 years,Females,Diseases of heart,492.7
2021,75 to 84 years,Females,Influenza and pneumonia,33.2
2021,75 to 84 years,Females,Acute bronchitis and bronchiolitis,0.0
2021,75 to 84 years,Females,Chronic lower respiratory diseases,154.9
2021,75 to 79 years,Both sexes,Malignant neoplasms,1000.2
2021,75 to 79 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",19.0
2021,75 to 79 years,Both sexes,Diabetes mellitus,78.5
2021,75 to 79 years,Both sexes,Diseases of heart,494.6
2021,75 to 79 years,Both sexes,Influenza and pneumonia,31.0
2021,75 to 79 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2021,75 to 79 years,Both sexes,Chronic lower respiratory diseases,144.8
2021,75 to 79 years,Males,Malignant neoplasms,1180.9
2021,75 to 79 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",27.0
2021,75 to 79 years,Males,Diabetes mellitus,98.3
2021,75 to 79 years,Males,Diseases of heart,646.4
2021,75 to 79 years,Males,Influenza and pneumonia,40.3
2021,75 to 79 years,Males,Acute bronchitis and bronchiolitis,0.0
2021,75 to 79 years,Males,Chronic lower respiratory diseases,159.6
2021,75 to 79 years,Females,Malignant neoplasms,841.0
2021,75 to 79 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",11.9
2021,75 to 79 years,Females,Diabetes mellitus,61.1
2021,75 to 79 years,Females,Diseases of heart,360.9
2021,75 to 79 years,Females,Influenza and pneumonia,22.8
2021,75 to 79 years,Females,Acute bronchitis and bronchiolitis,0.0
2021,75 to 79 years,Females,Chronic lower respiratory diseases,131.7
2021,80 to 84 years,Both sexes,Malignant neoplasms,1392.4
2021,80 to 84 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",41.8
2021,80 to 84 years,Both sexes,Diabetes mellitus,132.9
2021,80 to 84 years,Both sexes,Diseases of heart,879.6
2021,80 to 84 years,Both sexes,Influenza and pneumonia,64.8
2021,80 to 84 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2021,80 to 84 years,Both sexes,Chronic lower respiratory diseases,219.9
2021,80 to 84 years,Males,Malignant neoplasms,1716.5
2021,80 to 84 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",55.6
2021,80 to 84 years,Males,Diabetes mellitus,161.3
2021,80 to 84 years,Males,Diseases of heart,1124.2
2021,80 to 84 years,Males,Influenza and pneumonia,85.6
2021,80 to 84 years,Males,Acute bronchitis and bronchiolitis,0.0
2021,80 to 84 years,Males,Chronic lower respiratory diseases,259.2
2021,80 to 84 years,Females,Malignant neoplasms,1133.8
2021,80 to 84 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",30.7
2021,80 to 84 years,Females,Diabetes mellitus,110.2
2021,80 to 84 years,Females,Diseases of heart,684.4
2021,80 to 84 years,Females,Influenza and pneumonia,48.2
2021,80 to 84 years,Females,Acute bronchitis and bronchiolitis,0.0
2021,80 to 84 years,Females,Chronic lower respiratory diseases,188.5
2021,85 and over,Both sexes,Malignant neoplasms,2048.9
2021,85 and over,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",78.6
2021,85 and over,Both sexes,Diabetes mellitus,263.2
2021,85 and over,Both sexes,Diseases of heart,2797.1
2021,85 and over,Both sexes,Influenza and pneumonia,262.7
2021,85 and over,Both sexes,Acute bronchitis and bronchiolitis,0.6
2021,85 and over,Both sexes,Chronic lower respiratory diseases,408.3
2021,85 and over,Males,Malignant neoplasms,2732.4
2021,85 and over,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",100.2
2021,85 and over,Males,Diabetes mellitus,312.2
2021,85 and over,Males,Diseases of heart,3102.6
2021,85 and over,Males,Influenza and pneumonia,316.5
2021,85 and over,Males,Acute bronchitis and bronchiolitis,0.6
2021,85 and over,Males,Chronic lower respiratory diseases,503.0
2021,85 and over,Females,Malignant neoplasms,1644.3
2021,85 and over,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",65.9
2021,85 and over,Females,Diabetes mellitus,234.2
2021,85 and over,Females,Diseases of heart,2616.2
2021,85 and over,Females,Influenza and pneumonia,230.8
2021,85 and over,Females,Acute bronchitis and bronchiolitis,1.3
2021,85 and over,Females,Chronic lower respiratory diseases,352.2
2021,85 to 89 years,Both sexes,Malignant neoplasms,1880.2
2021,85 to 89 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",62.4
2021,85 to 89 years,Both sexes,Diabetes mellitus,206.9
2021,85 to 89 years,Both sexes,Diseases of heart,1782.1
2021,85 to 89 years,Both sexes,Influenza and pneumonia,155.7
2021,85 to 89 years,Both sexes,Acute bronchitis and bronchiolitis,0.2
2021,85 to 89 years,Both sexes,Chronic lower respiratory diseases,333.7
2021,85 to 89 years,Males,Malignant neoplasms,2459.3
2021,85 to 89 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",81.4
2021,85 to 89 years,Males,Diabetes mellitus,249.7
2021,85 to 89 years,Males,Diseases of heart,2178.2
2021,85 to 89 years,Males,Influenza and pneumonia,204.4
2021,85 to 89 years,Males,Acute bronchitis and bronchiolitis,0.5
2021,85 to 89 years,Males,Chronic lower respiratory diseases,400.8
2021,85 to 89 years,Females,Malignant neoplasms,1483.4
2021,85 to 89 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",49.3
2021,85 to 89 years,Females,Diabetes mellitus,177.5
2021,85 to 89 years,Females,Diseases of heart,1510.6
2021,85 to 89 years,Females,Influenza and pneumonia,122.4
2021,85 to 89 years,Females,Acute bronchitis and bronchiolitis,0.0
2021,85 to 89 years,Females,Chronic lower respiratory diseases,287.8
2021,90 years and over,Both sexes,Malignant neoplasms,2304.7
2021,90 years and over,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",103.3
2021,90 years and over,Both sexes,Diabetes mellitus,348.7
2021,90 years and over,Both sexes,Diseases of heart,4336.5
2021,90 years and over,Both sexes,Influenza and pneumonia,424.8
2021,90 years and over,Both sexes,Acute bronchitis and bronchiolitis,1.2
2021,90 years and over,Both sexes,Chronic lower respiratory diseases,521.4
2021,90 years and over,Males,Malignant neoplasms,3260.6
2021,90 years and over,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",136.5
2021,90 years and over,Males,Diabetes mellitus,433.1
2021,90 years and over,Males,Diseases of heart,4890.0
2021,90 years and over,Males,Influenza and pneumonia,533.5
2021,90 years and over,Males,Acute bronchitis and bronchiolitis,0.9
2021,90 years and over,Males,Chronic lower respiratory diseases,700.8
2021,90 years and over,Females,Malignant neoplasms,1857.0
2021,90 years and over,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",87.7
2021,90 years and over,Females,Diabetes mellitus,309.1
2021,90 years and over,Females,Diseases of heart,4077.3
2021,90 years and over,Females,Influenza and pneumonia,373.9
2021,90 years and over,Females,Acute bronchitis and bronchiolitis,1.3
2021,90 years and over,Females,Chronic lower respiratory diseases,437.5
2022,All ages,Both sexes,Malignant neoplasms,211.7
2022,All ages,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",4.6
2022,All ages,Both sexes,Diabetes mellitus,19.4
2022,All ages,Both sexes,Diseases of heart,147.3
2022,All ages,Both sexes,Influenza and pneumonia,15.4
2022,All ages,Both sexes,Acute bronchitis and bronchiolitis,0.1
2022,All ages,Both sexes,Chronic lower respiratory diseases,32.0
2022,All ages,Males,Malignant neoplasms,224.2
2022,All ages,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",5.2
2022,All ages,Males,Diabetes mellitus,22.0
2022,All ages,Males,Diseases of heart,163.7
2022,All ages,Males,Influenza and pneumonia,15.6
2022,All ages,Males,Acute bronchitis and bronchiolitis,0.0
2022,All ages,Males,Chronic lower respiratory diseases,32.1
2022,All ages,Females,Malignant neoplasms,199.3
2022,All ages,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",4.1
2022,All ages,Females,Diabetes mellitus,16.8
2022,All ages,Females,Diseases of heart,131.1
2022,All ages,Females,Influenza and pneumonia,15.2
2022,All ages,Females,Acute bronchitis and bronchiolitis,0.1
2022,All ages,Females,Chronic lower respiratory diseases,32.0
2022,1 to 14 years,Both sexes,Malignant neoplasms,2.1
2022,1 to 14 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2022,1 to 14 years,Both sexes,Diabetes mellitus,0.1
2022,1 to 14 years,Both sexes,Diseases of heart,0.3
2022,1 to 14 years,Both sexes,Influenza and pneumonia,0.4
2022,1 to 14 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,1 to 14 years,Both sexes,Chronic lower respiratory diseases,0.1
2022,1 to 14 years,Males,Malignant neoplasms,2.1
2022,1 to 14 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2022,1 to 14 years,Males,Diabetes mellitus,0.2
2022,1 to 14 years,Males,Diseases of heart,0.3
2022,1 to 14 years,Males,Influenza and pneumonia,0.4
2022,1 to 14 years,Males,Acute bronchitis and bronchiolitis,0.0
2022,1 to 14 years,Males,Chronic lower respiratory diseases,0.2
2022,1 to 14 years,Females,Malignant neoplasms,2.1
2022,1 to 14 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2022,1 to 14 years,Females,Diabetes mellitus,0.0
2022,1 to 14 years,Females,Diseases of heart,0.4
2022,1 to 14 years,Females,Influenza and pneumonia,0.5
2022,1 to 14 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,1 to 14 years,Females,Chronic lower respiratory diseases,0.0
2022,1 to 4 years,Both sexes,Malignant neoplasms,2.0
2022,1 to 4 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2022,1 to 4 years,Both sexes,Diabetes mellitus,0.0
2022,1 to 4 years,Both sexes,Diseases of heart,0.3
2022,1 to 4 years,Both sexes,Influenza and pneumonia,0.7
2022,1 to 4 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,1 to 4 years,Both sexes,Chronic lower respiratory diseases,0.1
2022,1 to 4 years,Males,Malignant neoplasms,1.9
2022,1 to 4 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2022,1 to 4 years,Males,Diabetes mellitus,0.0
2022,1 to 4 years,Males,Diseases of heart,0.1
2022,1 to 4 years,Males,Influenza and pneumonia,0.8
2022,1 to 4 years,Males,Acute bronchitis and bronchiolitis,0.0
2022,1 to 4 years,Males,Chronic lower respiratory diseases,0.3
2022,1 to 4 years,Females,Malignant neoplasms,2.0
2022,1 to 4 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2022,1 to 4 years,Females,Diabetes mellitus,0.0
2022,1 to 4 years,Females,Diseases of heart,0.5
2022,1 to 4 years,Females,Influenza and pneumonia,0.7
2022,1 to 4 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,1 to 4 years,Females,Chronic lower respiratory diseases,0.0
2022,5 to 9 years,Both sexes,Malignant neoplasms,2.2
2022,5 to 9 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2022,5 to 9 years,Both sexes,Diabetes mellitus,0.0
2022,5 to 9 years,Both sexes,Diseases of heart,0.1
2022,5 to 9 years,Both sexes,Influenza and pneumonia,0.2
2022,5 to 9 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,5 to 9 years,Both sexes,Chronic lower respiratory diseases,0.0
2022,5 to 9 years,Males,Malignant neoplasms,2.3
2022,5 to 9 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2022,5 to 9 years,Males,Diabetes mellitus,0.0
2022,5 to 9 years,Males,Diseases of heart,0.1
2022,5 to 9 years,Males,Influenza and pneumonia,0.1
2022,5 to 9 years,Males,Acute bronchitis and bronchiolitis,0.0
2022,5 to 9 years,Males,Chronic lower respiratory diseases,0.0
2022,5 to 9 years,Females,Malignant neoplasms,2.1
2022,5 to 9 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2022,5 to 9 years,Females,Diabetes mellitus,0.0
2022,5 to 9 years,Females,Diseases of heart,0.2
2022,5 to 9 years,Females,Influenza and pneumonia,0.4
2022,5 to 9 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,5 to 9 years,Females,Chronic lower respiratory diseases,0.0
2022,10 to 14 years,Both sexes,Malignant neoplasms,2.1
2022,10 to 14 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2022,10 to 14 years,Both sexes,Diabetes mellitus,0.1
2022,10 to 14 years,Both sexes,Diseases of heart,0.5
2022,10 to 14 years,Both sexes,Influenza and pneumonia,0.3
2022,10 to 14 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,10 to 14 years,Both sexes,Chronic lower respiratory diseases,0.0
2022,10 to 14 years,Males,Malignant neoplasms,2.0
2022,10 to 14 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2022,10 to 14 years,Males,Diabetes mellitus,0.2
2022,10 to 14 years,Males,Diseases of heart,0.6
2022,10 to 14 years,Males,Influenza and pneumonia,0.6
2022,10 to 14 years,Males,Acute bronchitis and bronchiolitis,0.0
2022,10 to 14 years,Males,Chronic lower respiratory diseases,0.1
2022,10 to 14 years,Females,Malignant neoplasms,2.2
2022,10 to 14 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2022,10 to 14 years,Females,Diabetes mellitus,0.0
2022,10 to 14 years,Females,Diseases of heart,0.4
2022,10 to 14 years,Females,Influenza and pneumonia,0.0
2022,10 to 14 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,10 to 14 years,Females,Chronic lower respiratory diseases,0.0
2022,15 to 24,Both sexes,Malignant neoplasms,2.8
2022,15 to 24,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2022,15 to 24,Both sexes,Diabetes mellitus,0.3
2022,15 to 24,Both sexes,Diseases of heart,0.8
2022,15 to 24,Both sexes,Influenza and pneumonia,0.4
2022,15 to 24,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,15 to 24,Both sexes,Chronic lower respiratory diseases,0.0
2022,15 to 24,Males,Malignant neoplasms,3.0
2022,15 to 24,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2022,15 to 24,Males,Diabetes mellitus,0.4
2022,15 to 24,Males,Diseases of heart,1.0
2022,15 to 24,Males,Influenza and pneumonia,0.3
2022,15 to 24,Males,Acute bronchitis and bronchiolitis,0.0
2022,15 to 24,Males,Chronic lower respiratory diseases,0.0
2022,15 to 24,Females,Malignant neoplasms,2.6
2022,15 to 24,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2022,15 to 24,Females,Diabetes mellitus,0.3
2022,15 to 24,Females,Diseases of heart,0.6
2022,15 to 24,Females,Influenza and pneumonia,0.5
2022,15 to 24,Females,Acute bronchitis and bronchiolitis,0.1
2022,15 to 24,Females,Chronic lower respiratory diseases,0.1
2022,15 to 19 years,Both sexes,Malignant neoplasms,2.6
2022,15 to 19 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2022,15 to 19 years,Both sexes,Diabetes mellitus,0.3
2022,15 to 19 years,Both sexes,Diseases of heart,0.6
2022,15 to 19 years,Both sexes,Influenza and pneumonia,0.3
2022,15 to 19 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,15 to 19 years,Both sexes,Chronic lower respiratory diseases,0.0
2022,15 to 19 years,Males,Malignant neoplasms,3.1
2022,15 to 19 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2022,15 to 19 years,Males,Diabetes mellitus,0.5
2022,15 to 19 years,Males,Diseases of heart,0.8
2022,15 to 19 years,Males,Influenza and pneumonia,0.5
2022,15 to 19 years,Males,Acute bronchitis and bronchiolitis,0.0
2022,15 to 19 years,Males,Chronic lower respiratory diseases,0.0
2022,15 to 19 years,Females,Malignant neoplasms,2.1
2022,15 to 19 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2022,15 to 19 years,Females,Diabetes mellitus,0.2
2022,15 to 19 years,Females,Diseases of heart,0.3
2022,15 to 19 years,Females,Influenza and pneumonia,0.2
2022,15 to 19 years,Females,Acute bronchitis and bronchiolitis,0.1
2022,15 to 19 years,Females,Chronic lower respiratory diseases,0.0
2022,20 to 24 years,Both sexes,Malignant neoplasms,3.0
2022,20 to 24 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2022,20 to 24 years,Both sexes,Diabetes mellitus,0.4
2022,20 to 24 years,Both sexes,Diseases of heart,1.0
2022,20 to 24 years,Both sexes,Influenza and pneumonia,0.5
2022,20 to 24 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,20 to 24 years,Both sexes,Chronic lower respiratory diseases,0.0
2022,20 to 24 years,Males,Malignant neoplasms,2.9
2022,20 to 24 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2022,20 to 24 years,Males,Diabetes mellitus,0.4
2022,20 to 24 years,Males,Diseases of heart,1.1
2022,20 to 24 years,Males,Influenza and pneumonia,0.2
2022,20 to 24 years,Males,Acute bronchitis and bronchiolitis,0.0
2022,20 to 24 years,Males,Chronic lower respiratory diseases,0.0
2022,20 to 24 years,Females,Malignant neoplasms,3.1
2022,20 to 24 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2022,20 to 24 years,Females,Diabetes mellitus,0.3
2022,20 to 24 years,Females,Diseases of heart,0.9
2022,20 to 24 years,Females,Influenza and pneumonia,0.8
2022,20 to 24 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,20 to 24 years,Females,Chronic lower respiratory diseases,0.1
2022,25 to 34 years,Both sexes,Malignant neoplasms,6.3
2022,25 to 34 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2022,25 to 34 years,Both sexes,Diabetes mellitus,0.9
2022,25 to 34 years,Both sexes,Diseases of heart,2.9
2022,25 to 34 years,Both sexes,Influenza and pneumonia,0.5
2022,25 to 34 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,25 to 34 years,Both sexes,Chronic lower respiratory diseases,0.2
2022,25 to 34 years,Males,Malignant neoplasms,5.8
2022,25 to 34 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2022,25 to 34 years,Males,Diabetes mellitus,1.1
2022,25 to 34 years,Males,Diseases of heart,4.0
2022,25 to 34 years,Males,Influenza and pneumonia,0.5
2022,25 to 34 years,Males,Acute bronchitis and bronchiolitis,0.0
2022,25 to 34 years,Males,Chronic lower respiratory diseases,0.2
2022,25 to 34 years,Females,Malignant neoplasms,6.7
2022,25 to 34 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2022,25 to 34 years,Females,Diabetes mellitus,0.6
2022,25 to 34 years,Females,Diseases of heart,1.8
2022,25 to 34 years,Females,Influenza and pneumonia,0.6
2022,25 to 34 years,Females,Acute bronchitis and bronchiolitis,0.0
2022,25 to 34 years,Females,Chronic lower respiratory diseases,0.2
2022,25 to 29 years,Both sexes,Malignant neoplasms,4.2
2022,25 to 29 years,Both sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2022,25 to 29 years,Both sexes,Diabetes mellitus,0.8
2022,25 to 29 years,Both sexes,Diseases of heart,2.0
2022,25 to 29 years,Both sexes,Influenza and pneumonia,0.4
2022,25 to 29 years,Both sexes,Acute bronchitis and bronchiolitis,0.0
2022,25 to 29 years,Both sexes,Chronic lower respiratory diseases,0.1
2022,25 to 29 years,Males,Malignant neoplasms,5.0
2022,25 to 29 years,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2022,25 to 29 years,Males,Diabetes mellitus,1.0
2022,25 to 29 years,Males,Diseases of heart,2.8
2022,25 to 29 years,Males,Influenza and pneumonia,0.4
2022,25 to 29 years,Males,Acute bronchitis and bronchiolitis,0.0
2022,25 to 29 years,Males,Chronic lower respiratory diseases,0.2
2022,25 to 29 years,Females,Malignant neoplasms,3.3
2022,25 to 29 years,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2022,25 to 29 years,Females,Diabetes mellitus,0.6
