Year,Geography,Industry,GeoCode,Value
2015,New Brunswick,Petroleum and coal product manufacturing,13,
2015,New Brunswick,Chemical manufacturing,13,0.1
2015,New Brunswick,Basic chemical manufacturing,13,
2015,New Brunswick,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",13,
2015,New Brunswick,"Pesticide, fertilizer and other agricultural chemical manufacturing",13,0.05
2015,New Brunswick,Pharmaceutical and medicine manufacturing,13,
2015,New Brunswick,"Paint, coating and adhesive manufacturing",13,
2015,New Brunswick,"Soap, cleaning compound and toilet preparation manufacturing",13,
2015,New Brunswick,Other chemical product manufacturing,13,
2015,New Brunswick,Plastics and rubber products manufacturing,13,0.4
2015,New Brunswick,Plastic product manufacturing,13,
2015,New Brunswick,Rubber product manufacturing,13,
2015,New Brunswick,Durable goods,13,3.99
2015,New Brunswick,Wood product manufacturing,13,1.42
2015,New Brunswick,Sawmills and wood preservation,13,0.82
2015,New Brunswick,"Veneer, plywood and engineered wood product manufacturing",13,0.17
2015,New Brunswick,Other wood product manufacturing,13,0.43
2015,New Brunswick,Non-metallic mineral product manufacturing,13,0.3
2015,New Brunswick,Clay product and refractory manufacturing,13,
2015,New Brunswick,Glass and glass product manufacturing,13,
2015,New Brunswick,Cement and concrete product manufacturing,13,0.13
2015,New Brunswick,Lime and gypsum product manufacturing,13,0.04
2015,New Brunswick,Other non-metallic mineral product manufacturing,13,0.11
2015,New Brunswick,Primary metal manufacturing,13,
2015,New Brunswick,Iron and steel mills and ferro-alloy manufacturing,13,
2015,New Brunswick,Steel product manufacturing from purchased steel,13,
2015,New Brunswick,Alumina and aluminum production and processing,13,
2015,New Brunswick,Non-ferrous metal (except aluminum) production and processing,13,
2015,New Brunswick,Foundries,13,
2015,New Brunswick,Fabricated metal product manufacturing,13,0.75
2015,New Brunswick,Forging and stamping,13,
2015,New Brunswick,Cutlery and hand tool manufacturing,13,
2015,New Brunswick,Architectural and structural metals manufacturing,13,0.48
2015,New Brunswick,"Boiler, tank and shipping container manufacturing",13,0.05
2015,New Brunswick,Hardware manufacturing,13,
2015,New Brunswick,Spring and wire product manufacturing,13,
2015,New Brunswick,"Machine shops, turned product, and screw, nut and bolt manufacturing",13,0.12
2015,New Brunswick,"Coating, engraving, cold and heat treating and allied activities",13,
2015,New Brunswick,Other fabricated metal product manufacturing,13,
2015,New Brunswick,Machinery manufacturing,13,0.31
2015,New Brunswick,"Agricultural, construction and mining machinery manufacturing",13,0.05
2015,New Brunswick,Industrial machinery manufacturing,13,0.02
2015,New Brunswick,Commercial and service industry machinery manufacturing,13,
2015,New Brunswick,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",13,0.15
2015,New Brunswick,Metalworking machinery manufacturing,13,
2015,New Brunswick,"Engine, turbine and power transmission equipment manufacturing",13,
2015,New Brunswick,Other general-purpose machinery manufacturing,13,0.06
2015,New Brunswick,Computer and electronic product manufacturing,13,
2015,New Brunswick,Computer and peripheral equipment manufacturing,13,
2015,New Brunswick,Communications equipment manufacturing,13,
2015,New Brunswick,Audio and video equipment manufacturing,13,
2015,New Brunswick,Semiconductor and other electronic component manufacturing,13,
2015,New Brunswick,"Navigational, measuring, medical and control instruments manufacturing",13,
2015,New Brunswick,Manufacturing and reproducing magnetic and optical media,13,
2015,New Brunswick,"Electrical equipment, appliance and component manufacturing",13,
2015,New Brunswick,Electric lighting equipment manufacturing,13,
2015,New Brunswick,Household appliance manufacturing,13,
2015,New Brunswick,Electrical equipment manufacturing,13,
2015,New Brunswick,Other electrical equipment and component manufacturing,13,
2015,New Brunswick,Transportation equipment manufacturing,13,
2015,New Brunswick,Motor vehicle manufacturing,13,
2015,New Brunswick,Motor vehicle body and trailer manufacturing,13,0.08
2015,New Brunswick,Motor vehicle parts manufacturing,13,
2015,New Brunswick,Aerospace product and parts manufacturing,13,
2015,New Brunswick,Railroad rolling stock manufacturing,13,
2015,New Brunswick,Ship and boat building,13,
2015,New Brunswick,Other transportation equipment manufacturing,13,
2015,New Brunswick,Furniture and related product manufacturing,13,0.24
2015,New Brunswick,Household and institutional furniture and kitchen cabinet manufacturing,13,0.22
2015,New Brunswick,Office furniture (including fixtures) manufacturing,13,
2015,New Brunswick,Other furniture-related product manufacturing,13,
2015,New Brunswick,Miscellaneous manufacturing,13,0.5
2015,New Brunswick,Medical equipment and supplies manufacturing,13,0.04
2015,New Brunswick,Other miscellaneous manufacturing,13,0.46
2015,Quebec,Total manufacturing,24,11.56
2015,Quebec,Non-durable goods,24,4.82
2015,Quebec,Food manufacturing,24,1.52
2015,Quebec,Animal food manufacturing,24,0.07
2015,Quebec,Grain and oilseed milling,24,0.03
2015,Quebec,Sugar and confectionery product manufacturing,24,0.09
2015,Quebec,Fruit and vegetable preserving and specialty food manufacturing,24,0.13
2015,Quebec,Dairy product manufacturing,24,0.25
2015,Quebec,Meat product manufacturing,24,0.47
2015,Quebec,Seafood product preparation and packaging,24,0.04
2015,Quebec,Bakeries and tortilla manufacturing,24,0.32
2015,Quebec,Other food manufacturing,24,0.11
2015,Quebec,Beverage and tobacco product manufacturing,24,0.22
2015,Quebec,Beverage manufacturing,24,
2015,Quebec,Tobacco manufacturing,24,
2015,Quebec,Cannabis product manufacturing,24,
2015,Quebec,Textile mills,24,0.11
2015,Quebec,"Fibre, yarn and thread mills",24,0.01
2015,Quebec,Fabric mills,24,0.08
2015,Quebec,Textile and fabric finishing and fabric coating,24,0.01
2015,Quebec,Textile product mills,24,0.09
2015,Quebec,Textile furnishings mills,24,0.04
2015,Quebec,Other textile product mills,24,0.05
2015,Quebec,Apparel manufacturing,24,0.31
2015,Quebec,Apparel knitting mills,24,0.03
2015,Quebec,Cut and sew clothing manufacturing,24,0.26
2015,Quebec,Clothing accessories and other clothing manufacturing,24,0.02
2015,Quebec,Leather and allied product manufacturing,24,0.04
2015,Quebec,Leather and hide tanning and finishing,24,0.0
2015,Quebec,Footwear manufacturing,24,0.03
2015,Quebec,Other leather and allied product manufacturing,24,0.01
2015,Quebec,Paper manufacturing,24,0.62
2015,Quebec,"Pulp, paper and paperboard mills",24,0.25
2015,Quebec,Converted paper product manufacturing,24,0.37
2015,Quebec,Printing and related support activities,24,0.35
2015,Quebec,Petroleum and coal product manufacturing,24,0.1
2015,Quebec,Chemical manufacturing,24,0.65
2015,Quebec,Basic chemical manufacturing,24,0.08
2015,Quebec,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",24,0.03
2015,Quebec,"Pesticide, fertilizer and other agricultural chemical manufacturing",24,0.06
2015,Quebec,Pharmaceutical and medicine manufacturing,24,0.22
2015,Quebec,"Paint, coating and adhesive manufacturing",24,0.07
2015,Quebec,"Soap, cleaning compound and toilet preparation manufacturing",24,0.11
2015,Quebec,Other chemical product manufacturing,24,0.09
2015,Quebec,Plastics and rubber products manufacturing,24,0.81
2015,Quebec,Plastic product manufacturing,24,0.62
2015,Quebec,Rubber product manufacturing,24,0.2
2015,Quebec,Durable goods,24,6.73
2015,Quebec,Wood product manufacturing,24,0.84
2015,Quebec,Sawmills and wood preservation,24,0.31
2015,Quebec,"Veneer, plywood and engineered wood product manufacturing",24,0.14
2015,Quebec,Other wood product manufacturing,24,0.38
2015,Quebec,Non-metallic mineral product manufacturing,24,0.42
2015,Quebec,Clay product and refractory manufacturing,24,0.02
2015,Quebec,Glass and glass product manufacturing,24,0.07
2015,Quebec,Cement and concrete product manufacturing,24,0.24
2015,Quebec,Lime and gypsum product manufacturing,24,0.02
2015,Quebec,Other non-metallic mineral product manufacturing,24,0.07
2015,Quebec,Primary metal manufacturing,24,0.46
2015,Quebec,Iron and steel mills and ferro-alloy manufacturing,24,
2015,Quebec,Steel product manufacturing from purchased steel,24,
2015,Quebec,Alumina and aluminum production and processing,24,0.17
2015,Quebec,Non-ferrous metal (except aluminum) production and processing,24,0.12
2015,Quebec,Foundries,24,0.09
2015,Quebec,Fabricated metal product manufacturing,24,1.16
2015,Quebec,Forging and stamping,24,0.07
2015,Quebec,Cutlery and hand tool manufacturing,24,0.03
2015,Quebec,Architectural and structural metals manufacturing,24,0.47
2015,Quebec,"Boiler, tank and shipping container manufacturing",24,0.07
2015,Quebec,Hardware manufacturing,24,0.01
2015,Quebec,Spring and wire product manufacturing,24,0.04
2015,Quebec,"Machine shops, turned product, and screw, nut and bolt manufacturing",24,0.26
2015,Quebec,"Coating, engraving, cold and heat treating and allied activities",24,0.07
2015,Quebec,Other fabricated metal product manufacturing,24,0.15
2015,Quebec,Machinery manufacturing,24,0.83
2015,Quebec,"Agricultural, construction and mining machinery manufacturing",24,0.11
2015,Quebec,Industrial machinery manufacturing,24,0.13
2015,Quebec,Commercial and service industry machinery manufacturing,24,0.16
2015,Quebec,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",24,0.13
2015,Quebec,Metalworking machinery manufacturing,24,0.06
2015,Quebec,"Engine, turbine and power transmission equipment manufacturing",24,0.07
2015,Quebec,Other general-purpose machinery manufacturing,24,0.17
2015,Quebec,Computer and electronic product manufacturing,24,0.4
2015,Quebec,Computer and peripheral equipment manufacturing,24,0.02
2015,Quebec,Communications equipment manufacturing,24,0.09
2015,Quebec,Audio and video equipment manufacturing,24,0.01
2015,Quebec,Semiconductor and other electronic component manufacturing,24,0.12
2015,Quebec,"Navigational, measuring, medical and control instruments manufacturing",24,0.15
2015,Quebec,Manufacturing and reproducing magnetic and optical media,24,0.01
2015,Quebec,"Electrical equipment, appliance and component manufacturing",24,0.3
2015,Quebec,Electric lighting equipment manufacturing,24,0.06
2015,Quebec,Household appliance manufacturing,24,0.02
2015,Quebec,Electrical equipment manufacturing,24,0.13
2015,Quebec,Other electrical equipment and component manufacturing,24,0.08
2015,Quebec,Transportation equipment manufacturing,24,1.26
2015,Quebec,Motor vehicle manufacturing,24,0.08
2015,Quebec,Motor vehicle body and trailer manufacturing,24,0.11
2015,Quebec,Motor vehicle parts manufacturing,24,0.1
2015,Quebec,Aerospace product and parts manufacturing,24,0.76
2015,Quebec,Railroad rolling stock manufacturing,24,
2015,Quebec,Ship and boat building,24,
2015,Quebec,Other transportation equipment manufacturing,24,0.11
2015,Quebec,Furniture and related product manufacturing,24,0.6
2015,Quebec,Household and institutional furniture and kitchen cabinet manufacturing,24,0.41
2015,Quebec,Office furniture (including fixtures) manufacturing,24,0.15
2015,Quebec,Other furniture-related product manufacturing,24,0.03
2015,Quebec,Miscellaneous manufacturing,24,0.47
2015,Quebec,Medical equipment and supplies manufacturing,24,0.13
2015,Quebec,Other miscellaneous manufacturing,24,0.34
2015,Ontario,Total manufacturing,35,10.95
2015,Ontario,Non-durable goods,35,4.11
2015,Ontario,Food manufacturing,35,1.35
2015,Ontario,Animal food manufacturing,35,0.06
2015,Ontario,Grain and oilseed milling,35,0.07
2015,Ontario,Sugar and confectionery product manufacturing,35,0.08
2015,Ontario,Fruit and vegetable preserving and specialty food manufacturing,35,0.11
2015,Ontario,Dairy product manufacturing,35,0.14
2015,Ontario,Meat product manufacturing,35,0.29
2015,Ontario,Seafood product preparation and packaging,35,0.01
2015,Ontario,Bakeries and tortilla manufacturing,35,0.35
2015,Ontario,Other food manufacturing,35,0.24
2015,Ontario,Beverage and tobacco product manufacturing,35,0.26
2015,Ontario,Beverage manufacturing,35,
2015,Ontario,Tobacco manufacturing,35,
2015,Ontario,Cannabis product manufacturing,35,
2015,Ontario,Textile mills,35,0.05
2015,Ontario,"Fibre, yarn and thread mills",35,0.01
2015,Ontario,Fabric mills,35,0.02
2015,Ontario,Textile and fabric finishing and fabric coating,35,0.02
2015,Ontario,Textile product mills,35,0.07
2015,Ontario,Textile furnishings mills,35,0.02
2015,Ontario,Other textile product mills,35,0.05
2015,Ontario,Apparel manufacturing,35,0.08
2015,Ontario,Apparel knitting mills,35,0.01
2015,Ontario,Cut and sew clothing manufacturing,35,0.06
2015,Ontario,Clothing accessories and other clothing manufacturing,35,0.02
2015,Ontario,Leather and allied product manufacturing,35,0.02
2015,Ontario,Leather and hide tanning and finishing,35,0.01
2015,Ontario,Footwear manufacturing,35,0.0
2015,Ontario,Other leather and allied product manufacturing,35,0.01
2015,Ontario,Paper manufacturing,35,0.27
2015,Ontario,"Pulp, paper and paperboard mills",35,0.08
2015,Ontario,Converted paper product manufacturing,35,0.19
2015,Ontario,Printing and related support activities,35,0.38
2015,Ontario,Petroleum and coal product manufacturing,35,0.1
2015,Ontario,Chemical manufacturing,35,0.73
2015,Ontario,Basic chemical manufacturing,35,0.08
2015,Ontario,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",35,0.07
2015,Ontario,"Pesticide, fertilizer and other agricultural chemical manufacturing",35,0.02
2015,Ontario,Pharmaceutical and medicine manufacturing,35,0.25
2015,Ontario,"Paint, coating and adhesive manufacturing",35,0.07
2015,Ontario,"Soap, cleaning compound and toilet preparation manufacturing",35,0.17
