Year,Geography,Type of work,Occupation,Sex,Age group,GeoCode,Value
2023,New Brunswick,Full-time employees,"Occupations in manufacturing and utilities, except management",Both sexes,25 to 54 years,13,27.43
2023,New Brunswick,Full-time employees,"Occupations in manufacturing and utilities, except management",Both sexes,55 years and over,13,27.06
2023,New Brunswick,Full-time employees,"Occupations in manufacturing and utilities, except management",Males,15 years and over,13,28.14
2023,New Brunswick,Full-time employees,"Occupations in manufacturing and utilities, except management",Males,15 to 24 years,13,
2023,New Brunswick,Full-time employees,"Occupations in manufacturing and utilities, except management",Males,25 to 54 years,13,28.79
2023,New Brunswick,Full-time employees,"Occupations in manufacturing and utilities, except management",Males,55 years and over,13,29.74
2023,New Brunswick,Full-time employees,"Occupations in manufacturing and utilities, except management",Females,15 years and over,13,21.0
2023,New Brunswick,Full-time employees,"Occupations in manufacturing and utilities, except management",Females,15 to 24 years,13,
2023,New Brunswick,Full-time employees,"Occupations in manufacturing and utilities, except management",Females,25 to 54 years,13,22.16
2023,New Brunswick,Full-time employees,"Occupations in manufacturing and utilities, except management",Females,55 years and over,13,18.54
2023,New Brunswick,Part-time employees,"Total employees, all occupations",Both sexes,15 years and over,13,20.89
2023,New Brunswick,Part-time employees,"Total employees, all occupations",Both sexes,15 to 24 years,13,16.17
2023,New Brunswick,Part-time employees,"Total employees, all occupations",Both sexes,25 to 54 years,13,24.23
2023,New Brunswick,Part-time employees,"Total employees, all occupations",Both sexes,55 years and over,13,24.71
2023,New Brunswick,Part-time employees,"Total employees, all occupations",Males,15 years and over,13,20.58
2023,New Brunswick,Part-time employees,"Total employees, all occupations",Males,15 to 24 years,13,15.89
2023,New Brunswick,Part-time employees,"Total employees, all occupations",Males,25 to 54 years,13,22.71
2023,New Brunswick,Part-time employees,"Total employees, all occupations",Males,55 years and over,13,28.75
2023,New Brunswick,Part-time employees,"Total employees, all occupations",Females,15 years and over,13,21.04
2023,New Brunswick,Part-time employees,"Total employees, all occupations",Females,15 to 24 years,13,16.36
2023,New Brunswick,Part-time employees,"Total employees, all occupations",Females,25 to 54 years,13,24.73
2023,New Brunswick,Part-time employees,"Total employees, all occupations",Females,55 years and over,13,22.76
2023,New Brunswick,Part-time employees,Management occupations,Both sexes,15 years and over,13,
2023,New Brunswick,Part-time employees,Management occupations,Both sexes,15 to 24 years,13,
2023,New Brunswick,Part-time employees,Management occupations,Both sexes,25 to 54 years,13,
2023,New Brunswick,Part-time employees,Management occupations,Both sexes,55 years and over,13,
2023,New Brunswick,Part-time employees,Management occupations,Males,15 years and over,13,
2023,New Brunswick,Part-time employees,Management occupations,Males,15 to 24 years,13,
2023,New Brunswick,Part-time employees,Management occupations,Males,25 to 54 years,13,
2023,New Brunswick,Part-time employees,Management occupations,Males,55 years and over,13,
2023,New Brunswick,Part-time employees,Management occupations,Females,15 years and over,13,
2023,New Brunswick,Part-time employees,Management occupations,Females,15 to 24 years,13,
2023,New Brunswick,Part-time employees,Management occupations,Females,25 to 54 years,13,
2023,New Brunswick,Part-time employees,Management occupations,Females,55 years and over,13,
2023,New Brunswick,Part-time employees,"Business, finance and administration occupations, except management",Both sexes,15 years and over,13,26.04
2023,New Brunswick,Part-time employees,"Business, finance and administration occupations, except management",Both sexes,15 to 24 years,13,18.45
2023,New Brunswick,Part-time employees,"Business, finance and administration occupations, except management",Both sexes,25 to 54 years,13,26.51
2023,New Brunswick,Part-time employees,"Business, finance and administration occupations, except management",Both sexes,55 years and over,13,28.24
2023,New Brunswick,Part-time employees,"Business, finance and administration occupations, except management",Males,15 years and over,13,29.71
2023,New Brunswick,Part-time employees,"Business, finance and administration occupations, except management",Males,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Business, finance and administration occupations, except management",Males,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Business, finance and administration occupations, except management",Males,55 years and over,13,
2023,New Brunswick,Part-time employees,"Business, finance and administration occupations, except management",Females,15 years and over,13,25.45
2023,New Brunswick,Part-time employees,"Business, finance and administration occupations, except management",Females,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Business, finance and administration occupations, except management",Females,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Business, finance and administration occupations, except management",Females,55 years and over,13,
2023,New Brunswick,Part-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,15 years and over,13,43.29
2023,New Brunswick,Part-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,55 years and over,13,
2023,New Brunswick,Part-time employees,"Natural and applied sciences and related occupations, except management",Males,15 years and over,13,
2023,New Brunswick,Part-time employees,"Natural and applied sciences and related occupations, except management",Males,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Natural and applied sciences and related occupations, except management",Males,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Natural and applied sciences and related occupations, except management",Males,55 years and over,13,
2023,New Brunswick,Part-time employees,"Natural and applied sciences and related occupations, except management",Females,15 years and over,13,
2023,New Brunswick,Part-time employees,"Natural and applied sciences and related occupations, except management",Females,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Natural and applied sciences and related occupations, except management",Females,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Natural and applied sciences and related occupations, except management",Females,55 years and over,13,
2023,New Brunswick,Part-time employees,"Health occupations, except management",Both sexes,15 years and over,13,30.38
2023,New Brunswick,Part-time employees,"Health occupations, except management",Both sexes,15 to 24 years,13,21.9
2023,New Brunswick,Part-time employees,"Health occupations, except management",Both sexes,25 to 54 years,13,31.51
2023,New Brunswick,Part-time employees,"Health occupations, except management",Both sexes,55 years and over,13,32.53
2023,New Brunswick,Part-time employees,"Health occupations, except management",Males,15 years and over,13,21.25
2023,New Brunswick,Part-time employees,"Health occupations, except management",Males,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Health occupations, except management",Males,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Health occupations, except management",Males,55 years and over,13,
2023,New Brunswick,Part-time employees,"Health occupations, except management",Females,15 years and over,13,31.95
2023,New Brunswick,Part-time employees,"Health occupations, except management",Females,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Health occupations, except management",Females,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Health occupations, except management",Females,55 years and over,13,
2023,New Brunswick,Part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,15 years and over,13,27.48
2023,New Brunswick,Part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,15 to 24 years,13,20.88
2023,New Brunswick,Part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,25 to 54 years,13,29.5
2023,New Brunswick,Part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,55 years and over,13,30.23
2023,New Brunswick,Part-time employees,"Occupations in education, law and social, community and government services, except management",Males,15 years and over,13,30.95
2023,New Brunswick,Part-time employees,"Occupations in education, law and social, community and government services, except management",Males,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Occupations in education, law and social, community and government services, except management",Males,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Occupations in education, law and social, community and government services, except management",Males,55 years and over,13,34.73
2023,New Brunswick,Part-time employees,"Occupations in education, law and social, community and government services, except management",Females,15 years and over,13,26.19
2023,New Brunswick,Part-time employees,"Occupations in education, law and social, community and government services, except management",Females,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Occupations in education, law and social, community and government services, except management",Females,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Occupations in education, law and social, community and government services, except management",Females,55 years and over,13,27.39
2023,New Brunswick,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Both sexes,15 years and over,13,20.92
2023,New Brunswick,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Both sexes,15 to 24 years,13,17.26
2023,New Brunswick,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Both sexes,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Both sexes,55 years and over,13,
2023,New Brunswick,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Males,15 years and over,13,
2023,New Brunswick,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Males,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Males,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Males,55 years and over,13,
2023,New Brunswick,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Females,15 years and over,13,
2023,New Brunswick,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Females,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Females,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Occupations in art, culture, recreation and sport, except management",Females,55 years and over,13,
2023,New Brunswick,Part-time employees,"Sales and service occupations, except management",Both sexes,15 years and over,13,15.89
2023,New Brunswick,Part-time employees,"Sales and service occupations, except management",Both sexes,15 to 24 years,13,15.12
2023,New Brunswick,Part-time employees,"Sales and service occupations, except management",Both sexes,25 to 54 years,13,16.86
2023,New Brunswick,Part-time employees,"Sales and service occupations, except management",Both sexes,55 years and over,13,17.21
2023,New Brunswick,Part-time employees,"Sales and service occupations, except management",Males,15 years and over,13,15.82
2023,New Brunswick,Part-time employees,"Sales and service occupations, except management",Males,15 to 24 years,13,15.1
2023,New Brunswick,Part-time employees,"Sales and service occupations, except management",Males,25 to 54 years,13,16.19
2023,New Brunswick,Part-time employees,"Sales and service occupations, except management",Males,55 years and over,13,19.42
2023,New Brunswick,Part-time employees,"Sales and service occupations, except management",Females,15 years and over,13,15.94
2023,New Brunswick,Part-time employees,"Sales and service occupations, except management",Females,15 to 24 years,13,15.14
2023,New Brunswick,Part-time employees,"Sales and service occupations, except management",Females,25 to 54 years,13,17.12
2023,New Brunswick,Part-time employees,"Sales and service occupations, except management",Females,55 years and over,13,16.48
2023,New Brunswick,Part-time employees,"Trades, transport and equipment operators and related occupations, except management",Both sexes,15 years and over,13,22.58
2023,New Brunswick,Part-time employees,"Trades, transport and equipment operators and related occupations, except management",Both sexes,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Trades, transport and equipment operators and related occupations, except management",Both sexes,25 to 54 years,13,25.77
2023,New Brunswick,Part-time employees,"Trades, transport and equipment operators and related occupations, except management",Both sexes,55 years and over,13,21.9
2023,New Brunswick,Part-time employees,"Trades, transport and equipment operators and related occupations, except management",Males,15 years and over,13,22.28
2023,New Brunswick,Part-time employees,"Trades, transport and equipment operators and related occupations, except management",Males,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Trades, transport and equipment operators and related occupations, except management",Males,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Trades, transport and equipment operators and related occupations, except management",Males,55 years and over,13,
2023,New Brunswick,Part-time employees,"Trades, transport and equipment operators and related occupations, except management",Females,15 years and over,13,23.48
2023,New Brunswick,Part-time employees,"Trades, transport and equipment operators and related occupations, except management",Females,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Trades, transport and equipment operators and related occupations, except management",Females,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Trades, transport and equipment operators and related occupations, except management",Females,55 years and over,13,
2023,New Brunswick,Part-time employees,"Natural resources, agriculture and related production occupations, except management",Both sexes,15 years and over,13,16.97
2023,New Brunswick,Part-time employees,"Natural resources, agriculture and related production occupations, except management",Both sexes,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Natural resources, agriculture and related production occupations, except management",Both sexes,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Natural resources, agriculture and related production occupations, except management",Both sexes,55 years and over,13,
2023,New Brunswick,Part-time employees,"Natural resources, agriculture and related production occupations, except management",Males,15 years and over,13,
2023,New Brunswick,Part-time employees,"Natural resources, agriculture and related production occupations, except management",Males,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Natural resources, agriculture and related production occupations, except management",Males,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Natural resources, agriculture and related production occupations, except management",Males,55 years and over,13,
2023,New Brunswick,Part-time employees,"Natural resources, agriculture and related production occupations, except management",Females,15 years and over,13,
2023,New Brunswick,Part-time employees,"Natural resources, agriculture and related production occupations, except management",Females,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Natural resources, agriculture and related production occupations, except management",Females,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Natural resources, agriculture and related production occupations, except management",Females,55 years and over,13,
2023,New Brunswick,Part-time employees,"Occupations in manufacturing and utilities, except management",Both sexes,15 years and over,13,
2023,New Brunswick,Part-time employees,"Occupations in manufacturing and utilities, except management",Both sexes,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Occupations in manufacturing and utilities, except management",Both sexes,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Occupations in manufacturing and utilities, except management",Both sexes,55 years and over,13,
2023,New Brunswick,Part-time employees,"Occupations in manufacturing and utilities, except management",Males,15 years and over,13,
2023,New Brunswick,Part-time employees,"Occupations in manufacturing and utilities, except management",Males,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Occupations in manufacturing and utilities, except management",Males,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Occupations in manufacturing and utilities, except management",Males,55 years and over,13,
2023,New Brunswick,Part-time employees,"Occupations in manufacturing and utilities, except management",Females,15 years and over,13,
2023,New Brunswick,Part-time employees,"Occupations in manufacturing and utilities, except management",Females,15 to 24 years,13,
2023,New Brunswick,Part-time employees,"Occupations in manufacturing and utilities, except management",Females,25 to 54 years,13,
2023,New Brunswick,Part-time employees,"Occupations in manufacturing and utilities, except management",Females,55 years and over,13,
2023,Quebec,Both full- and part-time employees,"Total employees, all occupations",Both sexes,15 years and over,24,32.39
2023,Quebec,Both full- and part-time employees,"Total employees, all occupations",Both sexes,15 to 24 years,24,19.87
2023,Quebec,Both full- and part-time employees,"Total employees, all occupations",Both sexes,25 to 54 years,24,35.23
2023,Quebec,Both full- and part-time employees,"Total employees, all occupations",Both sexes,55 years and over,24,32.4
2023,Quebec,Both full- and part-time employees,"Total employees, all occupations",Males,15 years and over,24,33.84
2023,Quebec,Both full- and part-time employees,"Total employees, all occupations",Males,15 to 24 years,24,20.16
2023,Quebec,Both full- and part-time employees,"Total employees, all occupations",Males,25 to 54 years,24,36.78
2023,Quebec,Both full- and part-time employees,"Total employees, all occupations",Males,55 years and over,24,34.2
2023,Quebec,Both full- and part-time employees,"Total employees, all occupations",Females,15 years and over,24,30.86
2023,Quebec,Both full- and part-time employees,"Total employees, all occupations",Females,15 to 24 years,24,19.6
2023,Quebec,Both full- and part-time employees,"Total employees, all occupations",Females,25 to 54 years,24,33.63
2023,Quebec,Both full- and part-time employees,"Total employees, all occupations",Females,55 years and over,24,30.32
2023,Quebec,Both full- and part-time employees,Management occupations,Both sexes,15 years and over,24,54.21
2023,Quebec,Both full- and part-time employees,Management occupations,Both sexes,15 to 24 years,24,21.96
2023,Quebec,Both full- and part-time employees,Management occupations,Both sexes,25 to 54 years,24,54.24
2023,Quebec,Both full- and part-time employees,Management occupations,Both sexes,55 years and over,24,55.88
2023,Quebec,Both full- and part-time employees,Management occupations,Males,15 years and over,24,55.89
2023,Quebec,Both full- and part-time employees,Management occupations,Males,15 to 24 years,24,20.37
2023,Quebec,Both full- and part-time employees,Management occupations,Males,25 to 54 years,24,55.72
2023,Quebec,Both full- and part-time employees,Management occupations,Males,55 years and over,24,57.8
2023,Quebec,Both full- and part-time employees,Management occupations,Females,15 years and over,24,51.77
2023,Quebec,Both full- and part-time employees,Management occupations,Females,15 to 24 years,24,23.23
2023,Quebec,Both full- and part-time employees,Management occupations,Females,25 to 54 years,24,52.2
2023,Quebec,Both full- and part-time employees,Management occupations,Females,55 years and over,24,52.56
2023,Quebec,Both full- and part-time employees,"Business, finance and administration occupations, except management",Both sexes,15 years and over,24,32.12
2023,Quebec,Both full- and part-time employees,"Business, finance and administration occupations, except management",Both sexes,15 to 24 years,24,23.27
2023,Quebec,Both full- and part-time employees,"Business, finance and administration occupations, except management",Both sexes,25 to 54 years,24,33.2
2023,Quebec,Both full- and part-time employees,"Business, finance and administration occupations, except management",Both sexes,55 years and over,24,31.68
2023,Quebec,Both full- and part-time employees,"Business, finance and administration occupations, except management",Males,15 years and over,24,34.55
2023,Quebec,Both full- and part-time employees,"Business, finance and administration occupations, except management",Males,15 to 24 years,24,23.99
2023,Quebec,Both full- and part-time employees,"Business, finance and administration occupations, except management",Males,25 to 54 years,24,35.75
2023,Quebec,Both full- and part-time employees,"Business, finance and administration occupations, except management",Males,55 years and over,24,35.25
2023,Quebec,Both full- and part-time employees,"Business, finance and administration occupations, except management",Females,15 years and over,24,31.19
2023,Quebec,Both full- and part-time employees,"Business, finance and administration occupations, except management",Females,15 to 24 years,24,22.88
2023,Quebec,Both full- and part-time employees,"Business, finance and administration occupations, except management",Females,25 to 54 years,24,32.19
2023,Quebec,Both full- and part-time employees,"Business, finance and administration occupations, except management",Females,55 years and over,24,30.62
2023,Quebec,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,15 years and over,24,42.17
2023,Quebec,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,15 to 24 years,24,24.97
2023,Quebec,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,25 to 54 years,24,42.68
2023,Quebec,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Both sexes,55 years and over,24,48.03
2023,Quebec,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Males,15 years and over,24,43.28
2023,Quebec,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Males,15 to 24 years,24,25.23
2023,Quebec,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Males,25 to 54 years,24,43.85
2023,Quebec,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Males,55 years and over,24,48.05
2023,Quebec,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Females,15 years and over,24,38.52
2023,Quebec,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Females,15 to 24 years,24,24.34
2023,Quebec,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Females,25 to 54 years,24,39.0
2023,Quebec,Both full- and part-time employees,"Natural and applied sciences and related occupations, except management",Females,55 years and over,24,47.88
2023,Quebec,Both full- and part-time employees,"Health occupations, except management",Both sexes,15 years and over,24,33.44
2023,Quebec,Both full- and part-time employees,"Health occupations, except management",Both sexes,15 to 24 years,24,23.12
2023,Quebec,Both full- and part-time employees,"Health occupations, except management",Both sexes,25 to 54 years,24,35.04
2023,Quebec,Both full- and part-time employees,"Health occupations, except management",Both sexes,55 years and over,24,33.01
2023,Quebec,Both full- and part-time employees,"Health occupations, except management",Males,15 years and over,24,33.43
2023,Quebec,Both full- and part-time employees,"Health occupations, except management",Males,15 to 24 years,24,21.83
2023,Quebec,Both full- and part-time employees,"Health occupations, except management",Males,25 to 54 years,24,34.32
2023,Quebec,Both full- and part-time employees,"Health occupations, except management",Males,55 years and over,24,36.22
2023,Quebec,Both full- and part-time employees,"Health occupations, except management",Females,15 years and over,24,33.44
2023,Quebec,Both full- and part-time employees,"Health occupations, except management",Females,15 to 24 years,24,23.34
2023,Quebec,Both full- and part-time employees,"Health occupations, except management",Females,25 to 54 years,24,35.16
2023,Quebec,Both full- and part-time employees,"Health occupations, except management",Females,55 years and over,24,32.21
2023,Quebec,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,15 years and over,24,37.58
2023,Quebec,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,15 to 24 years,24,24.78
2023,Quebec,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,25 to 54 years,24,38.13
2023,Quebec,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Both sexes,55 years and over,24,39.94
2023,Quebec,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Males,15 years and over,24,42.31
2023,Quebec,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Males,15 to 24 years,24,24.94
2023,Quebec,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Males,25 to 54 years,24,42.26
2023,Quebec,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Males,55 years and over,24,47.48
2023,Quebec,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Females,15 years and over,24,35.83
2023,Quebec,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Females,15 to 24 years,24,24.73
2023,Quebec,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Females,25 to 54 years,24,36.6
2023,Quebec,Both full- and part-time employees,"Occupations in education, law and social, community and government services, except management",Females,55 years and over,24,36.83
2023,Quebec,Both full- and part-time employees,"Occupations in art, culture, recreation and sport, except management",Both sexes,15 years and over,24,29.53
2023,Quebec,Both full- and part-time employees,"Occupations in art, culture, recreation and sport, except management",Both sexes,15 to 24 years,24,19.59
2023,Quebec,Both full- and part-time employees,"Occupations in art, culture, recreation and sport, except management",Both sexes,25 to 54 years,24,33.64
2023,Quebec,Both full- and part-time employees,"Occupations in art, culture, recreation and sport, except management",Both sexes,55 years and over,24,34.53
2023,Quebec,Both full- and part-time employees,"Occupations in art, culture, recreation and sport, except management",Males,15 years and over,24,32.01
2023,Quebec,Both full- and part-time employees,"Occupations in art, culture, recreation and sport, except management",Males,15 to 24 years,24,20.24
2023,Quebec,Both full- and part-time employees,"Occupations in art, culture, recreation and sport, except management",Males,25 to 54 years,24,35.72
2023,Quebec,Both full- and part-time employees,"Occupations in art, culture, recreation and sport, except management",Males,55 years and over,24,38.15
2023,Quebec,Both full- and part-time employees,"Occupations in art, culture, recreation and sport, except management",Females,15 years and over,24,27.27
2023,Quebec,Both full- and part-time employees,"Occupations in art, culture, recreation and sport, except management",Females,15 to 24 years,24,19.15
2023,Quebec,Both full- and part-time employees,"Occupations in art, culture, recreation and sport, except management",Females,25 to 54 years,24,31.55
2023,Quebec,Both full- and part-time employees,"Occupations in art, culture, recreation and sport, except management",Females,55 years and over,24,30.16
2023,Quebec,Both full- and part-time employees,"Sales and service occupations, except management",Both sexes,15 years and over,24,21.83
2023,Quebec,Both full- and part-time employees,"Sales and service occupations, except management",Both sexes,15 to 24 years,24,17.19
2023,Quebec,Both full- and part-time employees,"Sales and service occupations, except management",Both sexes,25 to 54 years,24,25.05
2023,Quebec,Both full- and part-time employees,"Sales and service occupations, except management",Both sexes,55 years and over,24,23.01
2023,Quebec,Both full- and part-time employees,"Sales and service occupations, except management",Males,15 years and over,24,23.01
2023,Quebec,Both full- and part-time employees,"Sales and service occupations, except management",Males,15 to 24 years,24,17.03
2023,Quebec,Both full- and part-time employees,"Sales and service occupations, except management",Males,25 to 54 years,24,26.8
2023,Quebec,Both full- and part-time employees,"Sales and service occupations, except management",Males,55 years and over,24,25.01
2023,Quebec,Both full- and part-time employees,"Sales and service occupations, except management",Females,15 years and over,24,20.76
2023,Quebec,Both full- and part-time employees,"Sales and service occupations, except management",Females,15 to 24 years,24,17.32
2023,Quebec,Both full- and part-time employees,"Sales and service occupations, except management",Females,25 to 54 years,24,23.44
2023,Quebec,Both full- and part-time employees,"Sales and service occupations, except management",Females,55 years and over,24,21.15
2023,Quebec,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations, except management",Both sexes,15 years and over,24,30.45
2023,Quebec,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations, except management",Both sexes,15 to 24 years,24,24.45
2023,Quebec,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations, except management",Both sexes,25 to 54 years,24,32.38
2023,Quebec,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations, except management",Both sexes,55 years and over,24,28.0
2023,Quebec,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations, except management",Males,15 years and over,24,30.66
2023,Quebec,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations, except management",Males,15 to 24 years,24,24.58
2023,Quebec,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations, except management",Males,25 to 54 years,24,32.56
2023,Quebec,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations, except management",Males,55 years and over,24,28.3
2023,Quebec,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations, except management",Females,15 years and over,24,27.56
2023,Quebec,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations, except management",Females,15 to 24 years,24,22.58
2023,Quebec,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations, except management",Females,25 to 54 years,24,29.78
2023,Quebec,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations, except management",Females,55 years and over,24,24.7
2023,Quebec,Both full- and part-time employees,"Natural resources, agriculture and related production occupations, except management",Both sexes,15 years and over,24,26.01
2023,Quebec,Both full- and part-time employees,"Natural resources, agriculture and related production occupations, except management",Both sexes,15 to 24 years,24,19.59
2023,Quebec,Both full- and part-time employees,"Natural resources, agriculture and related production occupations, except management",Both sexes,25 to 54 years,24,29.27
2023,Quebec,Both full- and part-time employees,"Natural resources, agriculture and related production occupations, except management",Both sexes,55 years and over,24,24.17
2023,Quebec,Both full- and part-time employees,"Natural resources, agriculture and related production occupations, except management",Males,15 years and over,24,26.92
2023,Quebec,Both full- and part-time employees,"Natural resources, agriculture and related production occupations, except management",Males,15 to 24 years,24,19.69
2023,Quebec,Both full- and part-time employees,"Natural resources, agriculture and related production occupations, except management",Males,25 to 54 years,24,30.54
2023,Quebec,Both full- and part-time employees,"Natural resources, agriculture and related production occupations, except management",Males,55 years and over,24,24.78
2023,Quebec,Both full- and part-time employees,"Natural resources, agriculture and related production occupations, except management",Females,15 years and over,24,22.12
2023,Quebec,Both full- and part-time employees,"Natural resources, agriculture and related production occupations, except management",Females,15 to 24 years,24,19.18
2023,Quebec,Both full- and part-time employees,"Natural resources, agriculture and related production occupations, except management",Females,25 to 54 years,24,23.54
2023,Quebec,Both full- and part-time employees,"Natural resources, agriculture and related production occupations, except management",Females,55 years and over,24,21.74
2023,Quebec,Both full- and part-time employees,"Occupations in manufacturing and utilities, except management",Both sexes,15 years and over,24,26.23
2023,Quebec,Both full- and part-time employees,"Occupations in manufacturing and utilities, except management",Both sexes,15 to 24 years,24,21.08
2023,Quebec,Both full- and part-time employees,"Occupations in manufacturing and utilities, except management",Both sexes,25 to 54 years,24,27.47
2023,Quebec,Both full- and part-time employees,"Occupations in manufacturing and utilities, except management",Both sexes,55 years and over,24,25.36
2023,Quebec,Both full- and part-time employees,"Occupations in manufacturing and utilities, except management",Males,15 years and over,24,27.64
2023,Quebec,Both full- and part-time employees,"Occupations in manufacturing and utilities, except management",Males,15 to 24 years,24,20.98
2023,Quebec,Both full- and part-time employees,"Occupations in manufacturing and utilities, except management",Males,25 to 54 years,24,28.92
2023,Quebec,Both full- and part-time employees,"Occupations in manufacturing and utilities, except management",Males,55 years and over,24,27.31
2023,Quebec,Both full- and part-time employees,"Occupations in manufacturing and utilities, except management",Females,15 years and over,24,22.72
2023,Quebec,Both full- and part-time employees,"Occupations in manufacturing and utilities, except management",Females,15 to 24 years,24,21.45
2023,Quebec,Both full- and part-time employees,"Occupations in manufacturing and utilities, except management",Females,25 to 54 years,24,23.48
2023,Quebec,Both full- and part-time employees,"Occupations in manufacturing and utilities, except management",Females,55 years and over,24,21.79
2023,Quebec,Full-time employees,"Total employees, all occupations",Both sexes,15 years and over,24,34.35
2023,Quebec,Full-time employees,"Total employees, all occupations",Both sexes,15 to 24 years,24,22.58
2023,Quebec,Full-time employees,"Total employees, all occupations",Both sexes,25 to 54 years,24,35.79
