Year,Géographie,Genre de travail,Occupation,Sexe,Groupe d'âge,GeoCode,Value
2022,Québec,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,15 ans et plus,24,18.89
2022,Québec,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,15 à 24 ans,24,17.33
2022,Québec,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,25 à 54 ans,24,
2022,Québec,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,55 ans et plus,24,
2022,Québec,Employés à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,15 ans et plus,24,19.97
2022,Québec,Employés à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,15 à 24 ans,24,17.34
2022,Québec,Employés à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,25 à 54 ans,24,21.5
2022,Québec,Employés à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,55 ans et plus,24,21.7
2022,Québec,Employés à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,15 ans et plus,24,20.57
2022,Québec,Employés à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,15 à 24 ans,24,17.2
2022,Québec,Employés à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,25 à 54 ans,24,
2022,Québec,Employés à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,55 ans et plus,24,
2022,Québec,Employés à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,15 ans et plus,24,18.84
2022,Québec,Employés à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,15 à 24 ans,24,17.6
2022,Québec,Employés à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,25 à 54 ans,24,
2022,Québec,Employés à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,55 ans et plus,24,
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",Les deux sexes,15 ans et plus,35,32.94
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",Les deux sexes,15 à 24 ans,35,19.38
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",Les deux sexes,25 à 54 ans,35,35.59
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",Les deux sexes,55 ans et plus,35,34.49
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",Hommes,15 ans et plus,35,35.26
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",Hommes,15 à 24 ans,35,19.92
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",Hommes,25 à 54 ans,35,38.05
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",Hommes,55 ans et plus,35,37.53
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",Femmes,15 ans et plus,35,30.57
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",Femmes,15 à 24 ans,35,18.83
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",Femmes,25 à 54 ans,35,33.08
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",Femmes,55 ans et plus,35,31.26
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,Gestion,Les deux sexes,15 ans et plus,35,56.58
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,Gestion,Les deux sexes,15 à 24 ans,35,24.4
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,Gestion,Les deux sexes,25 à 54 ans,35,56.01
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,Gestion,Les deux sexes,55 ans et plus,35,60.79
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,Gestion,Hommes,15 ans et plus,35,58.71
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,Gestion,Hommes,15 à 24 ans,35,24.54
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,Gestion,Hommes,25 à 54 ans,35,58.19
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,Gestion,Hommes,55 ans et plus,35,62.68
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,Gestion,Femmes,15 ans et plus,35,53.42
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,Gestion,Femmes,15 à 24 ans,35,24.18
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,Gestion,Femmes,25 à 54 ans,35,52.9
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,Gestion,Femmes,55 ans et plus,35,57.53
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,32.49
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,21.63
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,33.84
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,32.77
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Hommes,15 ans et plus,35,36.35
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Hommes,15 à 24 ans,35,21.86
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Hommes,25 à 54 ans,35,37.87
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Hommes,55 ans et plus,35,38.72
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Femmes,15 ans et plus,35,30.69
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Femmes,15 à 24 ans,35,21.5
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Femmes,25 à 54 ans,35,31.87
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Femmes,55 ans et plus,35,30.63
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,43.44
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,28.4
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,44.19
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,48.45
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,15 ans et plus,35,44.72
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,15 à 24 ans,35,28.76
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,25 à 54 ans,35,45.65
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,55 ans et plus,35,49.08
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,15 ans et plus,35,39.79
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,15 à 24 ans,35,27.44
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,25 à 54 ans,35,40.21
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,55 ans et plus,35,46.2
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,33.42
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,23.8
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,34.63
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,34.28
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Hommes,15 ans et plus,35,33.8
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Hommes,15 à 24 ans,35,21.63
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Hommes,25 à 54 ans,35,35.0
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Hommes,55 ans et plus,35,38.32
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Femmes,15 ans et plus,35,33.34
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Femmes,15 à 24 ans,35,24.35
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Femmes,25 à 54 ans,35,34.56
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Secteur de la santé, sauf les gestionnaires",Femmes,55 ans et plus,35,33.53
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,38.97
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,22.49
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,39.55
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,44.23
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Hommes,15 ans et plus,35,45.52
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Hommes,15 à 24 ans,35,24.27
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Hommes,25 à 54 ans,35,45.64
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Hommes,55 ans et plus,35,53.15
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Femmes,15 ans et plus,35,36.1
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Femmes,15 à 24 ans,35,21.84
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Femmes,25 à 54 ans,35,36.93
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux, sauf les gestionnaires",Femmes,55 ans et plus,35,39.62
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,28.35
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,18.04
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,33.16
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,33.32
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,15 ans et plus,35,30.39
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,15 à 24 ans,35,18.37
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,25 à 54 ans,35,34.04
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,55 ans et plus,35,35.28
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,15 ans et plus,35,26.68
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,15 à 24 ans,35,17.87
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,25 à 54 ans,35,32.3
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,55 ans et plus,35,31.22
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,21.53
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,16.34
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,24.37
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,23.11
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Hommes,15 ans et plus,35,23.45
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Hommes,15 à 24 ans,35,16.4
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Hommes,25 à 54 ans,35,26.97
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Hommes,55 ans et plus,35,26.33
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Femmes,15 ans et plus,35,19.99
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Femmes,15 à 24 ans,35,16.3
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Femmes,25 à 54 ans,35,22.17
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Vente et services, sauf les gestionnaires",Femmes,55 ans et plus,35,20.76
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,29.57
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,21.63
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,31.27
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,29.58
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Hommes,15 ans et plus,35,30.22
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Hommes,15 à 24 ans,35,21.86
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Hommes,25 à 54 ans,35,31.97
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Hommes,55 ans et plus,35,30.3
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Femmes,15 ans et plus,35,23.52
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Femmes,15 à 24 ans,35,19.53
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Femmes,25 à 54 ans,35,24.29
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Femmes,55 ans et plus,35,23.81
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,24.5
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,17.94
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,27.64
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,25.59
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Hommes,15 ans et plus,35,25.39
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Hommes,15 à 24 ans,35,18.22
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Hommes,25 à 54 ans,35,28.81
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Hommes,55 ans et plus,35,26.35
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,15 ans et plus,35,21.21
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,15 à 24 ans,35,16.99
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,25 à 54 ans,35,23.24
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,55 ans et plus,35,22.57
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,25.58
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,20.73
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,26.46
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,25.39
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,15 ans et plus,35,27.21
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,15 à 24 ans,35,21.12
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,25 à 54 ans,35,28.34
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,55 ans et plus,35,27.18
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,15 ans et plus,35,21.7
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,15 à 24 ans,35,19.24
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,25 à 54 ans,35,22.14
2022,Ontario,Ensemble des employés à temps plein et à temps partiel,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,55 ans et plus,35,21.33
2022,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Les deux sexes,15 ans et plus,35,34.93
2022,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Les deux sexes,15 à 24 ans,35,21.79
2022,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Les deux sexes,25 à 54 ans,35,36.42
2022,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Les deux sexes,55 ans et plus,35,35.79
2022,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Hommes,15 ans et plus,35,36.84
2022,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Hommes,15 à 24 ans,35,22.17
2022,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Hommes,25 à 54 ans,35,38.53
2022,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Hommes,55 ans et plus,35,38.3
2022,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Femmes,15 ans et plus,35,32.7
2022,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Femmes,15 à 24 ans,35,21.27
2022,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Femmes,25 à 54 ans,35,34.06
2022,Ontario,Employés à temps plein,"Total des employés, toutes les professions",Femmes,55 ans et plus,35,32.7
2022,Ontario,Employés à temps plein,Gestion,Les deux sexes,15 ans et plus,35,56.62
2022,Ontario,Employés à temps plein,Gestion,Les deux sexes,15 à 24 ans,35,25.41
2022,Ontario,Employés à temps plein,Gestion,Les deux sexes,25 à 54 ans,35,56.03
2022,Ontario,Employés à temps plein,Gestion,Les deux sexes,55 ans et plus,35,60.65
2022,Ontario,Employés à temps plein,Gestion,Hommes,15 ans et plus,35,58.77
2022,Ontario,Employés à temps plein,Gestion,Hommes,15 à 24 ans,35,25.96
2022,Ontario,Employés à temps plein,Gestion,Hommes,25 à 54 ans,35,58.28
2022,Ontario,Employés à temps plein,Gestion,Hommes,55 ans et plus,35,62.21
2022,Ontario,Employés à temps plein,Gestion,Femmes,15 ans et plus,35,53.42
2022,Ontario,Employés à temps plein,Gestion,Femmes,15 à 24 ans,35,24.66
2022,Ontario,Employés à temps plein,Gestion,Femmes,25 à 54 ans,35,52.81
2022,Ontario,Employés à temps plein,Gestion,Femmes,55 ans et plus,35,57.95
2022,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,33.09
2022,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,22.26
2022,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,34.32
2022,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,32.64
2022,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Hommes,15 ans et plus,35,36.69
2022,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Hommes,15 à 24 ans,35,22.36
2022,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Hommes,25 à 54 ans,35,38.13
2022,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Hommes,55 ans et plus,35,37.26
2022,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Femmes,15 ans et plus,35,31.31
2022,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Femmes,15 à 24 ans,35,22.2
2022,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Femmes,25 à 54 ans,35,32.34
2022,Ontario,Employés à temps plein,"Affaires, finance et administration, sauf les gestionnaires",Femmes,55 ans et plus,35,30.84
2022,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,43.53
2022,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,28.81
2022,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,44.31
2022,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,47.74
2022,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,15 ans et plus,35,44.92
2022,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,15 à 24 ans,35,29.39
2022,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,25 à 54 ans,35,45.76
2022,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,55 ans et plus,35,48.96
2022,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,15 ans et plus,35,39.53
2022,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,15 à 24 ans,35,27.26
2022,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,25 à 54 ans,35,40.32
2022,Ontario,Employés à temps plein,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,55 ans et plus,35,43.17
2022,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,15 ans et plus,35,34.15
2022,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,15 à 24 ans,35,26.27
2022,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,25 à 54 ans,35,35.14
2022,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,55 ans et plus,35,33.45
2022,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Hommes,15 ans et plus,35,34.94
2022,Ontario,Employés à temps plein,"Secteur de la santé, sauf les gestionnaires",Hommes,15 à 24 ans,35,25.14
