Year,Géographie,Industrie,GeoCode,Value
2020,Yukon,Fabrication d'appareils ménagers,60,
2020,Yukon,Fabrication de matériel électrique,60,
2020,Yukon,Fabrication d'autres types de matériel et de composants électriques,60,
2020,Yukon,,60,
2020,Yukon,Fabrication de véhicules automobiles,60,
2020,Yukon,Fabrication de carrosseries et de remorques de véhicules automobiles,60,
2020,Yukon,Fabrication de pièces pour véhicules automobiles,60,
2020,Yukon,Fabrication de produits aérospatiaux et de leurs pièces,60,
2020,Yukon,Fabrication de matériel ferroviaire roulant,60,
2020,Yukon,Construction de navires et d'embarcations,60,
2020,Yukon,Fabrication d'autres types de matériel de transport,60,
2020,Yukon,Fabrication de meubles et de produits connexes,60,
2020,Yukon,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,60,
2020,Yukon,Fabrication de meubles de bureau (y compris les articles d'ameublement),60,
2020,Yukon,Fabrication d'autres produits connexes aux meubles,60,
2020,Yukon,Activités diverses de fabrication,60,
2020,Yukon,Fabrication de fournitures et de matériel médicaux,60,
2020,Yukon,Autres activités diverses de fabrication,60,
2020,Territoires du Nord-Ouest,Total de l’industrie manufacturière,61,
2020,Territoires du Nord-Ouest,Biens non durables,61,
2020,Territoires du Nord-Ouest,Fabrication d’aliments,61,
2020,Territoires du Nord-Ouest,Fabrication d'aliments pour animaux,61,
2020,Territoires du Nord-Ouest,Mouture de grains céréaliers et de graines oléagineuses,61,
2020,Territoires du Nord-Ouest,Fabrication de sucre et de confiseries,61,
2020,Territoires du Nord-Ouest,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,61,
2020,Territoires du Nord-Ouest,Fabrication de produits laitiers,61,
2020,Territoires du Nord-Ouest,Fabrication de produits de viande,61,
2020,Territoires du Nord-Ouest,Préparation et conditionnement de poissons et de fruits de mer,61,
2020,Territoires du Nord-Ouest,Boulangeries et fabrication de tortillas,61,
2020,Territoires du Nord-Ouest,Fabrication d'autres aliments,61,
2020,Territoires du Nord-Ouest,Fabrication de boissons et de produits du tabac,61,
2020,Territoires du Nord-Ouest,Fabrication de boissons,61,
2020,Territoires du Nord-Ouest,Fabrication du tabac,61,
2020,Territoires du Nord-Ouest,Fabrication de produits du cannabis,61,
2020,Territoires du Nord-Ouest,Usines de textiles,61,
2020,Territoires du Nord-Ouest,"Usines de fibres, de filés et de fils",61,
2020,Territoires du Nord-Ouest,Usines de tissus,61,
2020,Territoires du Nord-Ouest,Finissage de textiles et de tissus et revêtement de tissus,61,
2020,Territoires du Nord-Ouest,Usines de produits textiles,61,
2020,Territoires du Nord-Ouest,Usines de textiles domestiques,61,
2020,Territoires du Nord-Ouest,Usines d'autres produits textiles,61,
2020,Territoires du Nord-Ouest,Apparel manufacturing,61,
2020,Territoires du Nord-Ouest,Apparel knitting mills,61,
2020,Territoires du Nord-Ouest,Fabrication de vêtements coupés-cousus,61,
2020,Territoires du Nord-Ouest,Fabrication d'accessoires vestimentaires et d'autres vêtements,61,
2020,Territoires du Nord-Ouest,Fabrication de produits en cuir et de produits analogues,61,
2020,Territoires du Nord-Ouest,Tannage et finissage du cuir et des peaux,61,
2020,Territoires du Nord-Ouest,Fabrication de chaussures,61,
2020,Territoires du Nord-Ouest,Fabrication d'autres produits en cuir et produits analogues,61,
2020,Territoires du Nord-Ouest,Fabrication du papier,61,
2020,Territoires du Nord-Ouest,"Usines de pâte à papier, de papier et de carton",61,
2020,Territoires du Nord-Ouest,Fabrication de produits en papier transformé,61,
2020,Territoires du Nord-Ouest,Impression et activités connexes de soutien,61,0.11
2020,Territoires du Nord-Ouest,Fabrication de produits du pétrole et du charbon,61,
2020,Territoires du Nord-Ouest,Fabrication de produits chimiques,61,
2020,Territoires du Nord-Ouest,Fabrication de produits chimiques de base,61,
2020,Territoires du Nord-Ouest,"Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",61,
2020,Territoires du Nord-Ouest,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",61,
2020,Territoires du Nord-Ouest,Fabrication de produits pharmaceutiques et de médicaments,61,
2020,Territoires du Nord-Ouest,"Fabrication de peintures, de revêtements et d'adhésifs",61,
2020,Territoires du Nord-Ouest,"Fabrication de savons, de détachants et de produits de toilette",61,
2020,Territoires du Nord-Ouest,Fabrication d'autres produits chimiques,61,
2020,Territoires du Nord-Ouest,Fabrication de produits en plastique et en caoutchouc,61,
2020,Territoires du Nord-Ouest,Fabrication de produits en plastique,61,
2020,Territoires du Nord-Ouest,Fabrication de produits en caoutchouc,61,
2020,Territoires du Nord-Ouest,Biens durables,61,
2020,Territoires du Nord-Ouest,Fabrication de produits en bois,61,
2020,Territoires du Nord-Ouest,Scieries et préservation du bois,61,
2020,Territoires du Nord-Ouest,"Fabrication de placages, de contreplaqués et de produits en bois reconstitué",61,
2020,Territoires du Nord-Ouest,Fabrication d'autres produits en bois,61,
2020,Territoires du Nord-Ouest,Fabrication de produits minéraux non métalliques,61,
2020,Territoires du Nord-Ouest,Fabrication de produits en argile et produits réfractaires,61,
2020,Territoires du Nord-Ouest,Fabrication de verre et de produits en verre,61,
2020,Territoires du Nord-Ouest,Fabrication de ciment et de produits en béton,61,
2020,Territoires du Nord-Ouest,Fabrication de chaux et de produits en gypse,61,
2020,Territoires du Nord-Ouest,Fabrication d'autres produits minéraux non métalliques,61,
2020,Territoires du Nord-Ouest,Première transformation des métaux,61,
2020,Territoires du Nord-Ouest,Sidérurgie,61,
2020,Territoires du Nord-Ouest,Fabrication de produits en acier à partir d'acier acheté,61,
2020,Territoires du Nord-Ouest,Production et transformation d'alumine et d'aluminium,61,
2020,Territoires du Nord-Ouest,Production et transformation de métaux non ferreux (sauf l'aluminium),61,
2020,Territoires du Nord-Ouest,Fonderies,61,
2020,Territoires du Nord-Ouest,Fabrication de produits métalliques,61,
2020,Territoires du Nord-Ouest,Forgeage et estampage,61,
2020,Territoires du Nord-Ouest,Fabrication de coutellerie et d'outils à main,61,
2020,Territoires du Nord-Ouest,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,61,
2020,Territoires du Nord-Ouest,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",61,
2020,Territoires du Nord-Ouest,Fabrication d'articles de quincaillerie,61,
2020,Territoires du Nord-Ouest,Fabrication de ressorts et de produits en fil métallique,61,
2020,Territoires du Nord-Ouest,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",61,
2020,Territoires du Nord-Ouest,"Revêtement, gravure, traitement thermique et par le froid, et activités analogues",61,
2020,Territoires du Nord-Ouest,Fabrication d'autres produits métalliques,61,
2020,Territoires du Nord-Ouest,Fabrication de machines,61,
2020,Territoires du Nord-Ouest,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",61,
2020,Territoires du Nord-Ouest,Fabrication de machines industrielles,61,
2020,Territoires du Nord-Ouest,Fabrication de machines pour le commerce et les industries de services,61,
2020,Territoires du Nord-Ouest,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",61,
2020,Territoires du Nord-Ouest,Fabrication de machines-outils pour le travail du métal,61,
2020,Territoires du Nord-Ouest,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",61,
2020,Territoires du Nord-Ouest,Fabrication d'autres machines d'usage général,61,
2020,Territoires du Nord-Ouest,Fabrication de produits informatiques et électroniques,61,
2020,Territoires du Nord-Ouest,Fabrication de matériel informatique et périphérique,61,
2020,Territoires du Nord-Ouest,Fabrication de matériel de communication,61,
2020,Territoires du Nord-Ouest,Fabrication de matériel audio et vidéo,61,
2020,Territoires du Nord-Ouest,Fabrication de semi-conducteurs et d'autres composants électroniques,61,
2020,Territoires du Nord-Ouest,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",61,
2020,Territoires du Nord-Ouest,Fabrication et reproduction de supports magnétiques et optiques,61,
2020,Territoires du Nord-Ouest,"Fabrication de matériel, d'appareils et de composants électriques",61,
2020,Territoires du Nord-Ouest,Fabrication de matériel électrique d'éclairage,61,
2020,Territoires du Nord-Ouest,Fabrication d'appareils ménagers,61,
2020,Territoires du Nord-Ouest,Fabrication de matériel électrique,61,
2020,Territoires du Nord-Ouest,Fabrication d'autres types de matériel et de composants électriques,61,
2020,Territoires du Nord-Ouest,,61,
2020,Territoires du Nord-Ouest,Fabrication de véhicules automobiles,61,
2020,Territoires du Nord-Ouest,Fabrication de carrosseries et de remorques de véhicules automobiles,61,
2020,Territoires du Nord-Ouest,Fabrication de pièces pour véhicules automobiles,61,
2020,Territoires du Nord-Ouest,Fabrication de produits aérospatiaux et de leurs pièces,61,
2020,Territoires du Nord-Ouest,Fabrication de matériel ferroviaire roulant,61,
2020,Territoires du Nord-Ouest,Construction de navires et d'embarcations,61,
2020,Territoires du Nord-Ouest,Fabrication d'autres types de matériel de transport,61,
2020,Territoires du Nord-Ouest,Fabrication de meubles et de produits connexes,61,
2020,Territoires du Nord-Ouest,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,61,
2020,Territoires du Nord-Ouest,Fabrication de meubles de bureau (y compris les articles d'ameublement),61,
2020,Territoires du Nord-Ouest,Fabrication d'autres produits connexes aux meubles,61,
2020,Territoires du Nord-Ouest,Activités diverses de fabrication,61,
2020,Territoires du Nord-Ouest,Fabrication de fournitures et de matériel médicaux,61,
2020,Territoires du Nord-Ouest,Autres activités diverses de fabrication,61,
2020,Nunavut,Total de l’industrie manufacturière,62,
2020,Nunavut,Biens non durables,62,
2020,Nunavut,Fabrication d’aliments,62,
2020,Nunavut,Fabrication d'aliments pour animaux,62,
2020,Nunavut,Mouture de grains céréaliers et de graines oléagineuses,62,
2020,Nunavut,Fabrication de sucre et de confiseries,62,
2020,Nunavut,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,62,
2020,Nunavut,Fabrication de produits laitiers,62,
2020,Nunavut,Fabrication de produits de viande,62,
2020,Nunavut,Préparation et conditionnement de poissons et de fruits de mer,62,
2020,Nunavut,Boulangeries et fabrication de tortillas,62,
2020,Nunavut,Fabrication d'autres aliments,62,
2020,Nunavut,Fabrication de boissons et de produits du tabac,62,
2020,Nunavut,Fabrication de boissons,62,
2020,Nunavut,Fabrication du tabac,62,
2020,Nunavut,Fabrication de produits du cannabis,62,
2020,Nunavut,Usines de textiles,62,
2020,Nunavut,"Usines de fibres, de filés et de fils",62,
2020,Nunavut,Usines de tissus,62,
2020,Nunavut,Finissage de textiles et de tissus et revêtement de tissus,62,
2020,Nunavut,Usines de produits textiles,62,
2020,Nunavut,Usines de textiles domestiques,62,
2020,Nunavut,Usines d'autres produits textiles,62,
2020,Nunavut,Apparel manufacturing,62,
2020,Nunavut,Apparel knitting mills,62,
2020,Nunavut,Fabrication de vêtements coupés-cousus,62,
2020,Nunavut,Fabrication d'accessoires vestimentaires et d'autres vêtements,62,
2020,Nunavut,Fabrication de produits en cuir et de produits analogues,62,
2020,Nunavut,Tannage et finissage du cuir et des peaux,62,
2020,Nunavut,Fabrication de chaussures,62,
2020,Nunavut,Fabrication d'autres produits en cuir et produits analogues,62,
2020,Nunavut,Fabrication du papier,62,
2020,Nunavut,"Usines de pâte à papier, de papier et de carton",62,
2020,Nunavut,Fabrication de produits en papier transformé,62,
2020,Nunavut,Impression et activités connexes de soutien,62,
2020,Nunavut,Fabrication de produits du pétrole et du charbon,62,
2020,Nunavut,Fabrication de produits chimiques,62,
2020,Nunavut,Fabrication de produits chimiques de base,62,
2020,Nunavut,"Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",62,
2020,Nunavut,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",62,
2020,Nunavut,Fabrication de produits pharmaceutiques et de médicaments,62,
2020,Nunavut,"Fabrication de peintures, de revêtements et d'adhésifs",62,
2020,Nunavut,"Fabrication de savons, de détachants et de produits de toilette",62,
2020,Nunavut,Fabrication d'autres produits chimiques,62,
2020,Nunavut,Fabrication de produits en plastique et en caoutchouc,62,
2020,Nunavut,Fabrication de produits en plastique,62,
2020,Nunavut,Fabrication de produits en caoutchouc,62,
2020,Nunavut,Biens durables,62,
2020,Nunavut,Fabrication de produits en bois,62,
2020,Nunavut,Scieries et préservation du bois,62,
2020,Nunavut,"Fabrication de placages, de contreplaqués et de produits en bois reconstitué",62,
2020,Nunavut,Fabrication d'autres produits en bois,62,
2020,Nunavut,Fabrication de produits minéraux non métalliques,62,
2020,Nunavut,Fabrication de produits en argile et produits réfractaires,62,
2020,Nunavut,Fabrication de verre et de produits en verre,62,
2020,Nunavut,Fabrication de ciment et de produits en béton,62,
2020,Nunavut,Fabrication de chaux et de produits en gypse,62,
2020,Nunavut,Fabrication d'autres produits minéraux non métalliques,62,
2020,Nunavut,Première transformation des métaux,62,
2020,Nunavut,Sidérurgie,62,
2020,Nunavut,Fabrication de produits en acier à partir d'acier acheté,62,
2020,Nunavut,Production et transformation d'alumine et d'aluminium,62,
2020,Nunavut,Production et transformation de métaux non ferreux (sauf l'aluminium),62,
2020,Nunavut,Fonderies,62,
2020,Nunavut,Fabrication de produits métalliques,62,
2020,Nunavut,Forgeage et estampage,62,
2020,Nunavut,Fabrication de coutellerie et d'outils à main,62,
2020,Nunavut,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,62,
2020,Nunavut,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",62,
2020,Nunavut,Fabrication d'articles de quincaillerie,62,
2020,Nunavut,Fabrication de ressorts et de produits en fil métallique,62,
2020,Nunavut,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",62,
2020,Nunavut,"Revêtement, gravure, traitement thermique et par le froid, et activités analogues",62,
2020,Nunavut,Fabrication d'autres produits métalliques,62,
2020,Nunavut,Fabrication de machines,62,
2020,Nunavut,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",62,
2020,Nunavut,Fabrication de machines industrielles,62,
2020,Nunavut,Fabrication de machines pour le commerce et les industries de services,62,
2020,Nunavut,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",62,
2020,Nunavut,Fabrication de machines-outils pour le travail du métal,62,
2020,Nunavut,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",62,
2020,Nunavut,Fabrication d'autres machines d'usage général,62,
2020,Nunavut,Fabrication de produits informatiques et électroniques,62,
2020,Nunavut,Fabrication de matériel informatique et périphérique,62,
2020,Nunavut,Fabrication de matériel de communication,62,
2020,Nunavut,Fabrication de matériel audio et vidéo,62,
2020,Nunavut,Fabrication de semi-conducteurs et d'autres composants électroniques,62,
2020,Nunavut,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",62,
2020,Nunavut,Fabrication et reproduction de supports magnétiques et optiques,62,
2020,Nunavut,"Fabrication de matériel, d'appareils et de composants électriques",62,
2020,Nunavut,Fabrication de matériel électrique d'éclairage,62,
2020,Nunavut,Fabrication d'appareils ménagers,62,
2020,Nunavut,Fabrication de matériel électrique,62,
2020,Nunavut,Fabrication d'autres types de matériel et de composants électriques,62,
2020,Nunavut,,62,
2020,Nunavut,Fabrication de véhicules automobiles,62,
2020,Nunavut,Fabrication de carrosseries et de remorques de véhicules automobiles,62,
2020,Nunavut,Fabrication de pièces pour véhicules automobiles,62,
2020,Nunavut,Fabrication de produits aérospatiaux et de leurs pièces,62,
2020,Nunavut,Fabrication de matériel ferroviaire roulant,62,
2020,Nunavut,Construction de navires et d'embarcations,62,
2020,Nunavut,Fabrication d'autres types de matériel de transport,62,
2020,Nunavut,Fabrication de meubles et de produits connexes,62,
2020,Nunavut,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,62,
2020,Nunavut,Fabrication de meubles de bureau (y compris les articles d'ameublement),62,
2020,Nunavut,Fabrication d'autres produits connexes aux meubles,62,
2020,Nunavut,Activités diverses de fabrication,62,
2020,Nunavut,Fabrication de fournitures et de matériel médicaux,62,
2020,Nunavut,Autres activités diverses de fabrication,62,
2021,Canada,Biens non durables,,3.78
2021,Canada,Fabrication d’aliments,,1.49
2021,Canada,Fabrication d'aliments pour animaux,,0.06
2021,Canada,Mouture de grains céréaliers et de graines oléagineuses,,0.05
2021,Canada,Fabrication de sucre et de confiseries,,0.06
2021,Canada,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,,0.12
2021,Canada,Fabrication de produits laitiers,,0.16
2021,Canada,Fabrication de produits de viande,,0.38
2021,Canada,Préparation et conditionnement de poissons et de fruits de mer,,0.13
2021,Canada,Boulangeries et fabrication de tortillas,,0.31
2021,Canada,Fabrication d'autres aliments,,0.22
2021,Canada,Fabrication de boissons et de produits du tabac,,0.31
2021,Canada,Fabrication de boissons,,0.28
2021,Canada,Fabrication du tabac,,0.01
2021,Canada,Fabrication de produits du cannabis,,0.02
2021,Canada,Usines de textiles,,0.04
2021,Canada,"Usines de fibres, de filés et de fils",,0.0
2021,Canada,Usines de tissus,,0.02
2021,Canada,Finissage de textiles et de tissus et revêtement de tissus,,0.01
2021,Canada,Usines de produits textiles,,0.05
2021,Canada,Usines de textiles domestiques,,0.01
2021,Canada,Usines d'autres produits textiles,,0.04
2021,Canada,Apparel manufacturing,,0.1
2021,Canada,Apparel knitting mills,,0.0
2021,Canada,Fabrication de vêtements coupés-cousus,,0.08
2021,Canada,Fabrication d'accessoires vestimentaires et d'autres vêtements,,0.02
2021,Canada,Fabrication de produits en cuir et de produits analogues,,0.01
2021,Canada,Tannage et finissage du cuir et des peaux,,0.0
2021,Canada,Fabrication de chaussures,,0.01
2021,Canada,Fabrication d'autres produits en cuir et produits analogues,,0.0
2021,Canada,Fabrication du papier,,0.29
2021,Canada,"Usines de pâte à papier, de papier et de carton",,0.13
2021,Canada,Fabrication de produits en papier transformé,,0.16
2021,Canada,Impression et activités connexes de soutien,,0.25
2021,Canada,Fabrication de produits du pétrole et du charbon,,0.1
2021,Canada,Fabrication de produits chimiques,,0.54
2021,Canada,Fabrication de produits chimiques de base,,0.07
2021,Canada,"Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",,0.03
2021,Canada,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",,0.04
2021,Canada,Fabrication de produits pharmaceutiques et de médicaments,,0.2
2021,Canada,"Fabrication de peintures, de revêtements et d'adhésifs",,0.04
2021,Canada,"Fabrication de savons, de détachants et de produits de toilette",,0.08
2021,Canada,Fabrication d'autres produits chimiques,,0.07
2021,Canada,Fabrication de produits en plastique et en caoutchouc,,0.6
2021,Canada,Fabrication de produits en plastique,,0.51
2021,Canada,Fabrication de produits en caoutchouc,,0.09
2021,Canada,Biens durables,,5.4
2021,Canada,Fabrication de produits en bois,,0.56
2021,Canada,Scieries et préservation du bois,,0.21
2021,Canada,"Fabrication de placages, de contreplaqués et de produits en bois reconstitué",,0.12
2021,Canada,Fabrication d'autres produits en bois,,0.24
2021,Canada,Fabrication de produits minéraux non métalliques,,0.3
2021,Canada,Fabrication de produits en argile et produits réfractaires,,0.01
2021,Canada,Fabrication de verre et de produits en verre,,0.05
2021,Canada,Fabrication de ciment et de produits en béton,,0.17
2021,Canada,Fabrication de chaux et de produits en gypse,,0.01
2021,Canada,Fabrication d'autres produits minéraux non métalliques,,0.06
2021,Canada,Première transformation des métaux,,0.34
2021,Canada,Sidérurgie,,0.1
2021,Canada,Fabrication de produits en acier à partir d'acier acheté,,0.04
2021,Canada,Production et transformation d'alumine et d'aluminium,,0.07
2021,Canada,Production et transformation de métaux non ferreux (sauf l'aluminium),,0.08
2021,Canada,Fonderies,,0.05
2021,Canada,Fabrication de produits métalliques,,0.94
2021,Canada,Forgeage et estampage,,0.03
2021,Canada,Fabrication de coutellerie et d'outils à main,,0.02
2021,Canada,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,,0.37
2021,Canada,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",,0.07
2021,Canada,Fabrication d'articles de quincaillerie,,0.04
2021,Canada,Fabrication de ressorts et de produits en fil métallique,,0.03
2021,Canada,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",,0.19
2021,Canada,"Revêtement, gravure, traitement thermique et par le froid, et activités analogues",,0.06
2021,Canada,Fabrication d'autres produits métalliques,,0.14
2021,Canada,Fabrication de machines,,0.81
2021,Canada,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",,0.18
2021,Canada,Fabrication de machines industrielles,,0.11
2021,Canada,Fabrication de machines pour le commerce et les industries de services,,0.09
2021,Canada,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",,0.11
2021,Canada,Fabrication de machines-outils pour le travail du métal,,0.12
2021,Canada,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",,0.03
2021,Canada,Fabrication d'autres machines d'usage général,,0.19
2021,Canada,Fabrication de produits informatiques et électroniques,,0.33
2021,Canada,Fabrication de matériel informatique et périphérique,,0.03
2021,Canada,Fabrication de matériel de communication,,0.07
2021,Canada,Fabrication de matériel audio et vidéo,,0.01
2021,Canada,Fabrication de semi-conducteurs et d'autres composants électroniques,,0.09
2021,Canada,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",,0.13
2021,Canada,Fabrication et reproduction de supports magnétiques et optiques,,0.0
2021,Canada,"Fabrication de matériel, d'appareils et de composants électriques",,0.23
2021,Canada,Fabrication de matériel électrique d'éclairage,,0.03
2021,Canada,Fabrication d'appareils ménagers,,0.02
2021,Canada,Fabrication de matériel électrique,,0.09
2021,Canada,Fabrication d'autres types de matériel et de composants électriques,,0.09
2021,Canada,,,1.14
2021,Canada,Fabrication de véhicules automobiles,,0.22
2021,Canada,Fabrication de carrosseries et de remorques de véhicules automobiles,,0.1
2021,Canada,Fabrication de pièces pour véhicules automobiles,,0.42
2021,Canada,Fabrication de produits aérospatiaux et de leurs pièces,,0.27
2021,Canada,Fabrication de matériel ferroviaire roulant,,0.02
2021,Canada,Construction de navires et d'embarcations,,0.05
2021,Canada,Fabrication d'autres types de matériel de transport,,0.06
2021,Canada,Fabrication de meubles et de produits connexes,,0.39
2021,Canada,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,,0.25
2021,Canada,Fabrication de meubles de bureau (y compris les articles d'ameublement),,0.11
2021,Canada,Fabrication d'autres produits connexes aux meubles,,0.02
2021,Canada,Activités diverses de fabrication,,0.36
2021,Canada,Fabrication de fournitures et de matériel médicaux,,0.13
2021,Canada,Autres activités diverses de fabrication,,0.22
2021,Terre-Neuve-et-Labrador,Total de l’industrie manufacturière,10,4.73
2021,Terre-Neuve-et-Labrador,Biens non durables,10,3.55
2021,Terre-Neuve-et-Labrador,Fabrication d’aliments,10,2.73
2021,Terre-Neuve-et-Labrador,Fabrication d'aliments pour animaux,10,
2021,Terre-Neuve-et-Labrador,Mouture de grains céréaliers et de graines oléagineuses,10,
2021,Terre-Neuve-et-Labrador,Fabrication de sucre et de confiseries,10,
2021,Terre-Neuve-et-Labrador,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,10,
2021,Terre-Neuve-et-Labrador,Fabrication de produits laitiers,10,
2021,Terre-Neuve-et-Labrador,Fabrication de produits de viande,10,
2021,Terre-Neuve-et-Labrador,Préparation et conditionnement de poissons et de fruits de mer,10,2.27
2021,Terre-Neuve-et-Labrador,Boulangeries et fabrication de tortillas,10,0.13
2021,Terre-Neuve-et-Labrador,Fabrication d'autres aliments,10,0.07
2021,Terre-Neuve-et-Labrador,Fabrication de boissons et de produits du tabac,10,0.3
2021,Terre-Neuve-et-Labrador,Fabrication de boissons,10,
2021,Terre-Neuve-et-Labrador,Fabrication du tabac,10,
2021,Terre-Neuve-et-Labrador,Fabrication de produits du cannabis,10,
2021,Terre-Neuve-et-Labrador,Usines de textiles,10,
2021,Terre-Neuve-et-Labrador,"Usines de fibres, de filés et de fils",10,
2021,Terre-Neuve-et-Labrador,Usines de tissus,10,
2021,Terre-Neuve-et-Labrador,Finissage de textiles et de tissus et revêtement de tissus,10,
2021,Terre-Neuve-et-Labrador,Usines de produits textiles,10,
2021,Terre-Neuve-et-Labrador,Usines de textiles domestiques,10,
2021,Terre-Neuve-et-Labrador,Usines d'autres produits textiles,10,
2021,Terre-Neuve-et-Labrador,Apparel manufacturing,10,
2021,Terre-Neuve-et-Labrador,Apparel knitting mills,10,
2021,Terre-Neuve-et-Labrador,Fabrication de vêtements coupés-cousus,10,
2021,Terre-Neuve-et-Labrador,Fabrication d'accessoires vestimentaires et d'autres vêtements,10,
2021,Terre-Neuve-et-Labrador,Fabrication de produits en cuir et de produits analogues,10,
2021,Terre-Neuve-et-Labrador,Tannage et finissage du cuir et des peaux,10,
2021,Terre-Neuve-et-Labrador,Fabrication de chaussures,10,
2021,Terre-Neuve-et-Labrador,Fabrication d'autres produits en cuir et produits analogues,10,
2021,Terre-Neuve-et-Labrador,Fabrication du papier,10,
2021,Terre-Neuve-et-Labrador,"Usines de pâte à papier, de papier et de carton",10,
2021,Terre-Neuve-et-Labrador,Fabrication de produits en papier transformé,10,
2021,Terre-Neuve-et-Labrador,Impression et activités connexes de soutien,10,0.05
2021,Terre-Neuve-et-Labrador,Fabrication de produits du pétrole et du charbon,10,
2021,Terre-Neuve-et-Labrador,Fabrication de produits chimiques,10,
2021,Terre-Neuve-et-Labrador,Fabrication de produits chimiques de base,10,
2021,Terre-Neuve-et-Labrador,"Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",10,
2021,Terre-Neuve-et-Labrador,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",10,
2021,Terre-Neuve-et-Labrador,Fabrication de produits pharmaceutiques et de médicaments,10,
2021,Terre-Neuve-et-Labrador,"Fabrication de peintures, de revêtements et d'adhésifs",10,
2021,Terre-Neuve-et-Labrador,"Fabrication de savons, de détachants et de produits de toilette",10,
2021,Terre-Neuve-et-Labrador,Fabrication d'autres produits chimiques,10,
2021,Terre-Neuve-et-Labrador,Fabrication de produits en plastique et en caoutchouc,10,
2021,Terre-Neuve-et-Labrador,Fabrication de produits en plastique,10,
2021,Terre-Neuve-et-Labrador,Fabrication de produits en caoutchouc,10,
2021,Terre-Neuve-et-Labrador,Biens durables,10,1.18
2021,Terre-Neuve-et-Labrador,Fabrication de produits en bois,10,0.21
2021,Terre-Neuve-et-Labrador,Scieries et préservation du bois,10,0.13
2021,Terre-Neuve-et-Labrador,"Fabrication de placages, de contreplaqués et de produits en bois reconstitué",10,0.04
2021,Terre-Neuve-et-Labrador,Fabrication d'autres produits en bois,10,0.04
2021,Terre-Neuve-et-Labrador,Fabrication de produits minéraux non métalliques,10,
2021,Terre-Neuve-et-Labrador,Fabrication de produits en argile et produits réfractaires,10,
2021,Terre-Neuve-et-Labrador,Fabrication de verre et de produits en verre,10,
2021,Terre-Neuve-et-Labrador,Fabrication de ciment et de produits en béton,10,0.12
2021,Terre-Neuve-et-Labrador,Fabrication de chaux et de produits en gypse,10,
2021,Terre-Neuve-et-Labrador,Fabrication d'autres produits minéraux non métalliques,10,
2021,Terre-Neuve-et-Labrador,Première transformation des métaux,10,
2021,Terre-Neuve-et-Labrador,Sidérurgie,10,
2021,Terre-Neuve-et-Labrador,Fabrication de produits en acier à partir d'acier acheté,10,
2021,Terre-Neuve-et-Labrador,Production et transformation d'alumine et d'aluminium,10,
2021,Terre-Neuve-et-Labrador,Production et transformation de métaux non ferreux (sauf l'aluminium),10,
2021,Terre-Neuve-et-Labrador,Fonderies,10,
2021,Terre-Neuve-et-Labrador,Fabrication de produits métalliques,10,
2021,Terre-Neuve-et-Labrador,Forgeage et estampage,10,
2021,Terre-Neuve-et-Labrador,Fabrication de coutellerie et d'outils à main,10,
2021,Terre-Neuve-et-Labrador,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,10,0.05
